section id,recording id,blink id,start timestamp [ns],end timestamp [ns],duration [ms]
2283ebae-9993-4562-bbda-bcecb01089a9,d4378278-200c-414b-8530-1599c5d4866f,1,1760610333973160000,1760610334158405000,185
2283ebae-9993-4562-bbda-bcecb01089a9,d4378278-200c-414b-8530-1599c5d4866f,2,1760610343742249000,1760610343937376000,195
2283ebae-9993-4562-bbda-bcecb01089a9,d4378278-200c-414b-8530-1599c5d4866f,3,1760610344518007000,1760610344733134000,215
2283ebae-9993-4562-bbda-bcecb01089a9,d4378278-200c-414b-8530-1599c5d4866f,4,1760610346980281000,1760610347195408000,215
2283ebae-9993-4562-bbda-bcecb01089a9,d4378278-200c-414b-8530-1599c5d4866f,5,1760610349307429000,1760610349512556000,205
2283ebae-9993-4562-bbda-bcecb01089a9,d4378278-200c-414b-8530-1599c5d4866f,6,1760610349797934000,1760610349973060000,175
2283ebae-9993-4562-bbda-bcecb01089a9,d4378278-200c-414b-8530-1599c5d4866f,7,1760610352089956000,1760610352305208000,215
2283ebae-9993-4562-bbda-bcecb01089a9,d4378278-200c-414b-8530-1599c5d4866f,8,1760610354096851000,1760610354317103000,220
2283ebae-9993-4562-bbda-bcecb01089a9,d4378278-200c-414b-8530-1599c5d4866f,9,1760610356278873000,1760610356494125000,215
2283ebae-9993-4562-bbda-bcecb01089a9,d4378278-200c-414b-8530-1599c5d4866f,10,1760610359396778000,1760610359602030000,205
2283ebae-9993-4562-bbda-bcecb01089a9,d4378278-200c-414b-8530-1599c5d4866f,11,1760610361523799000,1760610361748938000,225
2283ebae-9993-4562-bbda-bcecb01089a9,d4378278-200c-414b-8530-1599c5d4866f,12,1760610363200323000,1760610363435568000,235
2283ebae-9993-4562-bbda-bcecb01089a9,d4378278-200c-414b-8530-1599c5d4866f,13,1760610365217211000,1760610365422340000,205
