section id,recording id,fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation x [px],fixation y [px],azimuth [deg],elevation [deg]
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,1,1762767734977400228,1762767735367654228,390,768.979,811.087,-2.958489451676854,-12.836550585240813
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,2,1762767735432782228,1762767735547906228,115,648.866,509.917,-10.714497432568049,6.57604545371294
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,3,1762767735582907228,1762767735743033228,160,633.032,463.777,-11.794102303863875,9.524087677706952
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,4,1762767735778033228,1762767736308538228,531,667.453,449.496,-9.571045521926212,10.466822360501867
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,5,1762767736473802228,1762767736598791228,125,696.579,741.507,-7.640199954373452,-8.327452629942051
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,6,1762767736618916228,1762767736718918228,100,691.398,775.263,-8.008349790130426,-10.495468074127675
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,7,1762767736759047228,1762767736969170228,210,758.873,783.336,-3.6068058894376174,-11.046276674868444
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,8,1762767737034296228,1762767737404549228,370,684.233,485.764,-8.441024809306107,8.14675201014809
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,9,1762767737454676228,1762767737589801228,135,708.504,743.075,-6.8660627894461586,-8.433842410809664
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,10,1762767737614801228,1762767737885054228,270,707.266,771.867,-6.969705305496212,-10.286362760530903
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,11,1762767737945066228,1762767738380559228,435,676.332,469.775,-8.96968989361132,9.170354825022656
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,12,1762767738435559228,1762767738620686228,185,697.996,824.966,-7.6351459957392915,-13.69241209567407
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,13,1762767738665820228,1762767738956064228,290,849.82,772.932,2.3375171949606592,-10.379032202995345
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,14,1762767738996065228,1762767739176203228,180,751.789,803.887,-4.0824098893290515,-12.367529560052558
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,15,1762767739236317228,1762767739661696228,425,713.749,480.106,-6.526376541165231,8.524719096094659
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,16,1762767739716697228,1762767739911949228,195,860.446,746.167,3.0222754014487885,-8.650617491126273
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,17,1762767739956949228,1762767740317328228,360,705.664,743.097,-7.050726780346167,-8.434033035197153
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,18,1762767740352331228,1762767740477454228,125,725.585,744.267,-5.7557749857072835,-8.517516740936768
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,19,1762767740537455228,1762767740852833228,315,738.739,478.452,-4.901239839821101,8.640383858123473
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,20,1762767740882840228,1762767741067960228,185,693.673,499.198,-7.817577426456338,7.286623954104648
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,21,1762767741143086228,1762767741348213228,205,634.708,785.823,-11.721603983394518,-11.127785951922512
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,22,1762767741403338228,1762767741588465228,185,871.165,743.584,3.7187863927626457,-8.481468030311918
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,23,1762767741613465228,1762767742489349228,876,906.525,727.653,6.0091026876923515,-7.443328910707432
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,24,1762767742544349228,1762767743169985228,626,700.266,726.716,-7.389974267955991,-7.376985360305318
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,25,1762767743224981228,1762767743375107228,150,710.865,462.501,-6.727358151509081,9.657157741358521
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,26,1762767743395114228,1762767743680360228,285,685.663,464.321,-8.367707451101447,9.526539313966493
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,27,1762767743735490228,1762767743860612228,125,833.434,746.276,1.2640791015802446,-8.661898207448441
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,28,1762767743890612228,1762767744120868228,230,819.034,772.635,0.32718633034981076,-10.363636160285573
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,29,1762767744165865228,1762767744441118228,275,724.682,755.021,-5.821381755480165,-9.20998842649712
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,30,1762767744526244228,1762767744766371228,240,932.204,694.747,7.656063876954762,-5.314523837854611
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,31,1762767744801496228,1762767745001623228,200,880.827,725.092,4.3398429452951595,-7.286098323842826
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,32,1762767745046749228,1762767745196875228,150,727.341,771.099,-5.659163550777089,-10.246571624871125
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,33,1762767745246875228,1762767745597254228,350,907.83,693.522,6.078316617640691,-5.242680305488095
