timestamp [ns],pupil diameter left [mm],pupil diameter right [mm],eyeball center left x [mm],eyeball center left y [mm],eyeball center left z [mm],eyeball center right x [mm],eyeball center right y [mm],eyeball center right z [mm],optical axis left x,optical axis left y,optical axis left z,optical axis right x,optical axis right y,optical axis right z,eyelid angle top left [rad],eyelid angle bottom left [rad],eyelid aperture left [mm],eyelid angle top right [rad],eyelid angle bottom right [rad],eyelid aperture right [mm],distance between pupils center [mm]
0,4.4611,4.2773,-31.375,14.8125,-42.5625,31.4688,17.25,-38.9062,0.0034,-0.1009,0.9949,-0.3224,-0.1155,0.9395,0.5312,-0.5156,11.5466,0.6914,-0.5273,13.509,62.99724703810477
5015000,4.3802,4.3361,-31.4375,14.8438,-42.75,31.4062,17.2188,-39.1562,0.0024,-0.1067,0.9943,-0.312,-0.1232,0.9421,0.5566,-0.5044,11.7074,0.6934,-0.5249,13.504,62.991163293989096
10000000,4.3876,4.259,-31.5,14.8125,-42.7812,31.3125,17.3125,-38.8125,0.0083,-0.1038,0.9946,-0.3195,-0.1203,0.9399,0.5625,-0.519,11.939,0.687,-0.5098,13.2599,62.987385530279
15000000,4.4243,4.2663,-31.5,14.8438,-42.625,31.3125,17.3125,-38.7188,0.0092,-0.1038,0.9946,-0.3223,-0.1184,0.9392,0.5566,-0.5088,11.7569,0.687,-0.5122,13.2874,62.98224380236068
20000000,4.4133,4.2847,-31.5312,14.8438,-42.8125,31.3125,17.25,-39.2188,0.0092,-0.1067,0.9942,-0.3047,-0.1223,0.9446,0.5625,-0.5166,11.9114,0.6914,-0.5044,13.2502,62.99234166007801
25000000,4.4684,4.3067,-31.4375,14.8438,-42.75,31.375,17.3125,-39.0938,0.0005,-0.1077,0.9942,-0.3092,-0.1232,0.943,0.5576,-0.5181,11.8726,0.708,-0.5034,13.4315,62.96723302146919
30000000,4.3104,4.3288,-31.4375,14.6562,-42.5,31.3906,17.0625,-39.1562,0.0238,-0.0931,0.9954,-0.3098,-0.1067,0.9448,0.5181,-0.5342,11.6073,0.6704,-0.5386,13.3934,62.96301634880591
35000000,4.3949,4.2994,-31.5312,14.6875,-42.5,31.3125,17.0625,-39.3125,0.0199,-0.0941,0.9954,-0.295,-0.1077,0.9494,0.519,-0.5356,11.6349,0.6772,-0.5317,13.395,62.969289426989725
40013000,4.3802,4.3288,-31.375,14.6875,-42.5,31.4688,17.0625,-39.1562,0.0092,-0.0902,0.9959,-0.3118,-0.1048,0.9444,0.5317,-0.5405,11.8334,0.6797,-0.5264,13.3625,62.977494566551314
50001000,4.5125,4.2259,-31.5938,14.7188,-43.0,31.1719,17.3125,-38.7812,0.0053,-0.1019,0.9948,-0.3068,-0.1155,0.9448,0.563,-0.5142,11.8895,0.6758,-0.5073,13.1027,62.960770719710865
55001000,4.3214,4.2406,-31.5625,14.5,-42.5312,31.2656,16.9375,-38.875,0.02,-0.0766,0.9969,-0.3122,-0.0912,0.9456,0.4963,-0.5366,11.3901,0.6323,-0.5576,13.1713,62.98157948400468
60001000,4.3582,4.2369,-31.375,14.8438,-42.5,31.4375,17.3125,-38.875,0.0092,-0.1038,0.9946,-0.3223,-0.1184,0.9392,0.5488,-0.5049,11.6244,0.7026,-0.5098,13.4407,62.965429093590714
65001000,4.3692,4.3031,-31.5312,14.875,-42.5,31.3281,17.3125,-39.3125,0.0248,-0.1077,0.9939,-0.2973,-0.1223,0.9469,0.5513,-0.5073,11.6796,0.7266,-0.5137,13.7625,62.98724600258373
70001000,4.3729,4.259,-31.5,14.75,-42.7188,31.3438,17.3438,-39.0,0.0102,-0.1048,0.9944,-0.314,-0.1203,0.9418,0.5483,-0.5327,11.9328,0.7178,-0.5103,13.6218,63.007146184540055
75001000,4.4207,4.2332,-31.5312,14.7188,-42.6562,31.2656,17.2188,-38.8125,0.0092,-0.0941,0.9955,-0.3125,-0.1096,0.9436,0.5332,-0.5146,11.5577,0.6738,-0.5239,13.2673,62.96397477867801
80001000,4.4501,4.292,-31.4062,14.75,-42.6875,31.4219,17.1875,-39.25,0.0044,-0.099,0.9951,-0.3124,-0.1126,0.9433,0.5376,-0.5093,11.5468,0.7056,-0.519,13.5793,62.969262041967745
85126000,4.4317,4.2369,-31.5625,14.6562,-42.7188,31.2656,17.125,-38.875,0.0131,-0.0873,0.9961,-0.3082,-0.1019,0.9459,0.5234,-0.521,11.519,0.6709,-0.521,13.2005,62.99396734203998
90126000,4.3435,4.281,-31.5625,14.6875,-42.625,31.2344,17.25,-39.0625,0.016,-0.096,0.9952,-0.3041,-0.1116,0.9461,0.5298,-0.5254,11.6403,0.6992,-0.5151,13.4617,62.950047355899585
95126000,4.3802,4.2626,-31.4062,15.0312,-42.3438,31.4219,17.375,-38.9375,0.016,-0.1116,0.9936,-0.3147,-0.1261,0.9408,0.5669,-0.4907,11.67,0.7222,-0.5029,13.5904,62.96400898719839
100126000,4.4317,4.3067,-31.5938,14.875,-42.7812,31.2188,17.3125,-39.1875,0.0179,-0.1116,0.9936,-0.299,-0.1252,0.946,0.5586,-0.4973,11.6499,0.7051,-0.5068,13.436,62.96251904665188
105129000,4.3766,4.2406,-31.5,14.75,-42.625,31.375,17.25,-39.25,0.0112,-0.1019,0.9947,-0.3012,-0.1155,0.9465,0.5464,-0.5161,11.7233,0.7012,-0.5078,13.4017,63.01512715213705
110126000,4.3986,4.3104,-31.5625,14.7188,-42.7812,31.2656,17.2188,-39.125,0.016,-0.1009,0.9948,-0.2948,-0.1145,0.9487,0.5405,-0.5366,11.8886,0.689,-0.521,13.4091,62.98402930942097
115126000,4.4317,4.2663,-31.4375,14.7188,-42.8125,31.375,17.3125,-38.875,0.0024,-0.1009,0.9949,-0.3169,-0.1155,0.9414,0.5498,-0.5171,11.773,0.6919,-0.5054,13.2668,62.989216078547926
120126000,4.3949,4.3288,-31.5625,14.8125,-42.5625,31.2812,17.1562,-39.3125,0.0238,-0.1009,0.9946,-0.2939,-0.1145,0.949,0.5454,-0.4963,11.4896,0.686,-0.5171,13.3312,62.97131139955717
125126000,4.439,4.2296,-31.4375,14.6875,-42.6562,31.3906,17.0625,-38.875,0.0112,-0.0883,0.996,-0.3145,-0.1038,0.9435,0.5205,-0.5361,11.6569,0.6655,-0.5518,13.4864,62.98657196617387
130126000,4.4317,4.292,-31.4375,14.9688,-42.6875,31.3438,17.4688,-38.875,0.0131,-0.1155,0.9932,-0.309,-0.129,0.9423,0.563,-0.4993,11.7217,0.7153,-0.4939,13.4094,62.94661854253968
