section id,recording id,timestamp [ns],pupil diameter left [mm],pupil diameter right [mm],eyeball center left x [mm],eyeball center left y [mm],eyeball center left z [mm],eyeball center right x [mm],eyeball center right y [mm],eyeball center right z [mm],optical axis left x,optical axis left y,optical axis left z,optical axis right x,optical axis right y,optical axis right z,eyelid angle top left [rad],eyelid angle bottom left [rad],eyelid aperture left [mm],eyelid angle top right [rad],eyelid angle bottom right [rad],eyelid aperture right [mm]
f7f01a4d-21d1-4856-833a-572b71e3a317,df3f28e2-e10f-4465-bdf7-214d81ac15db,1760607531350720171,3.0463,2.9489,-30.625,16.5938,-36.25,32.4375,17.25,-36.0,0.0428,-0.1706,0.9844,0.0437,-0.1734,0.9839,0.5366,-0.322,9.4481,0.4668,-0.2668,8.0539
f7f01a4d-21d1-4856-833a-572b71e3a317,df3f28e2-e10f-4465-bdf7-214d81ac15db,1760607531355720171,3.0206,3.0353,-30.75,16.5625,-35.9688,32.3125,17.1562,-36.0625,0.066,-0.16,0.9849,0.0554,-0.1629,0.9851,0.5386,-0.3259,9.5133,0.4548,-0.2722,7.979
f7f01a4d-21d1-4856-833a-572b71e3a317,df3f28e2-e10f-4465-bdf7-214d81ac15db,1760607531360720171,3.0849,2.9894,-30.6875,16.5938,-36.25,32.3438,17.25,-36.0,0.0467,-0.1677,0.9847,0.0399,-0.1706,0.9845,0.5342,-0.3203,9.4016,0.4685,-0.2639,8.0408
f7f01a4d-21d1-4856-833a-572b71e3a317,df3f28e2-e10f-4465-bdf7-214d81ac15db,1760607531365727171,3.0573,3.0757,-30.625,16.5938,-36.125,32.4375,17.3125,-35.9375,0.0447,-0.1715,0.9842,0.038,-0.1763,0.9836,0.5264,-0.3218,9.3296,0.4805,-0.2629,8.1643
f7f01a4d-21d1-4856-833a-572b71e3a317,df3f28e2-e10f-4465-bdf7-214d81ac15db,1760607531370720171,3.0426,3.0022,-30.5938,16.8438,-36.1562,32.4375,17.375,-36.0625,0.0446,-0.1859,0.9816,0.0369,-0.1888,0.9813,0.5674,-0.2966,9.5164,0.48,-0.2571,8.0944
f7f01a4d-21d1-4856-833a-572b71e3a317,df3f28e2-e10f-4465-bdf7-214d81ac15db,1760607531375720171,3.039,2.9985,-30.6875,16.5938,-36.0938,32.3438,17.2188,-36.0938,0.0582,-0.1686,0.984,0.0495,-0.1715,0.9839,0.5366,-0.3218,9.4454,0.4617,-0.2664,7.9911
f7f01a4d-21d1-4856-833a-572b71e3a317,df3f28e2-e10f-4465-bdf7-214d81ac15db,1760607531380720171,3.0243,2.9967,-30.5938,16.8438,-36.0938,32.4688,17.5,-36.0,0.0455,-0.1888,0.981,0.0359,-0.1917,0.9808,0.5664,-0.2937,9.473,0.4956,-0.2472,8.1613
f7f01a4d-21d1-4856-833a-572b71e3a317,df3f28e2-e10f-4465-bdf7-214d81ac15db,1760607531385720171,3.0316,3.0243,-30.75,16.625,-36.0625,32.2812,17.2188,-36.0625,0.0611,-0.1677,0.9839,0.0476,-0.1706,0.9842,0.5454,-0.3225,9.5529,0.4529,-0.2627,7.8524
f7f01a4d-21d1-4856-833a-572b71e3a317,df3f28e2-e10f-4465-bdf7-214d81ac15db,1760607531390720171,3.0537,2.9875,-30.6875,16.875,-36.2188,32.3438,17.5312,-35.9375,0.0474,-0.1888,0.9809,0.0378,-0.1917,0.9807,0.5713,-0.2937,9.5285,0.5068,-0.2444,8.2568
f7f01a4d-21d1-4856-833a-572b71e3a317,df3f28e2-e10f-4465-bdf7-214d81ac15db,1760607531395720171,3.0537,3.0463,-30.7812,16.5625,-36.125,32.25,17.1875,-36.0625,0.0621,-0.1629,0.9847,0.0582,-0.1657,0.9844,0.541,-0.3311,9.5976,0.46,-0.2686,7.9961
f7f01a4d-21d1-4856-833a-572b71e3a317,df3f28e2-e10f-4465-bdf7-214d81ac15db,1760607531400720171,3.0812,3.0096,-30.5938,16.625,-36.1562,32.4375,17.25,-36.125,0.0467,-0.1686,0.9846,0.0428,-0.1734,0.9839,0.5464,-0.3169,9.502,0.4763,-0.2705,8.201
f7f01a4d-21d1-4856-833a-572b71e3a317,df3f28e2-e10f-4465-bdf7-214d81ac15db,1760607531405720171,3.1198,3.061,-30.625,16.5312,-36.3125,32.4062,17.3125,-35.9375,0.0428,-0.1686,0.9847,0.0351,-0.1715,0.9846,0.5352,-0.3167,9.3722,0.4775,-0.2549,8.0428
f7f01a4d-21d1-4856-833a-572b71e3a317,df3f28e2-e10f-4465-bdf7-214d81ac15db,1760607531410845171,3.0573,2.9765,-30.75,16.625,-36.2812,32.3125,17.25,-36.125,0.0486,-0.1706,0.9842,0.0533,-0.1754,0.9831,0.5454,-0.3157,9.4774,0.4617,-0.2639,7.9642
