saccade id,start timestamp [ns],end timestamp [ns],duration [ms],amplitude [px],amplitude [deg],mean velocity [px/s],peak velocity [px/s],main sequence ratio,Q ratio
1,305253000,335269000,30,32.05062484741211,2.0687029361724854,1082.868408203125,1238.2332763671875,38.63367039682433,1.1434752985562389
2,770758000,800758000,30,45.78868103027344,2.9562132358551025,1504.4169921875,1855.056396484375,40.51342722141077,1.2330732809571814
3,1181137000,1221137000,40,83.1988296508789,5.361043930053711,2137.068359375,2852.5791015625,34.28628880397196,1.334809478156682
4,1581515000,1646516000,65,302.2015075683594,19.50191879272461,4718.087890625,8158.23095703125,26.99599688524327,1.7291392500851734
5,1786642000,1811643000,25,25.483238220214844,1.629117488861084,1018.38623046875,1193.0316162109375,46.81632710494982,1.171492288993146
6,2767527000,2827652000,60,337.1713562011719,21.72901725769043,5078.37744140625,9619.83984375,28.531011507425806,1.8942742942490263
7,2947778000,2967779000,20,19.73000717163086,1.2723863124847412,961.4617919921876,1202.9041748046875,60.968258366084356,1.2511201015198135
10,4188915000,4218918000,30,58.99915313720703,3.802843570709229,1812.231689453125,2566.295166015625,43.49715257857193,1.4160966177509304
13,5269925000,5324926000,55,167.00827026367188,10.785158157348633,3421.282958984375,5792.1826171875,34.68201070547482,1.6929855515098753
14,5470052000,5505178000,35,37.846153259277344,2.44404935836792,1170.210205078125,1567.2086181640625,41.40998445541854,1.3392539317835066
15,5745305000,5775431000,30,34.21874237060547,2.209447860717773,1157.7598876953125,1426.0904541015625,41.67571206025972,1.2317670263567349
16,6200809000,6230809000,30,30.623247146606445,1.9768824577331543,1034.815185546875,1238.2918701171875,40.43633466395514,1.1966309418456977
17,6671189000,6736314000,65,244.13087463378903,15.749174118041992,3760.3388671875,5908.6689453125,24.202874602304433,1.5713128933328866
18,7216694000,7251694000,35,75.68633270263672,4.839769840240479,1894.6585693359373,2833.292724609375,37.43466783812965,1.4954107143443907
19,7481953000,7537072000,55,325.5606994628906,20.912277221679688,5187.8701171875,10204.59375,31.344673257047052,1.9670102603748716
20,7817325000,7867325000,50,257.4657287597656,16.583023071289062,4514.3974609375,8476.337890625,32.92219873866802,1.8776233072009412
24,9088462000,9128462000,40,146.98345947265625,9.472722053527832,3388.873779296875,5380.595703125,36.606810878104056,1.5877238438314951
25,9328714000,9368714000,40,98.31644439697266,6.327946662902832,2525.34326171875,3477.45458984375,35.370019849404024,1.3770225388991248
29,10204472000,10239473000,35,51.12353897094727,3.300403118133545,1476.4185791015625,1905.449462890625,37.271470270738945,1.2905889223164195
30,10624851000,10659852000,35,78.40283966064453,5.061408042907715,2089.53076171875,3066.114990234375,39.10719310047461,1.4673701131407764
33,11735862000,11785988000,50,175.45066833496094,11.337564468383787,3292.56005859375,5969.93359375,34.026280152735154,1.8131586022761128
34,12021115000,12041240000,20,19.586650848388672,1.2650243043899536,1002.1050415039062,1095.755126953125,55.9439761006037,1.0934533622430176
35,12151241000,12211366000,60,279.275634765625,18.03105735778809,4420.0078125,9610.8134765625,34.41336185531592,2.174388345962341
36,12381493000,12401493000,20,23.428451538085938,1.5087695121765137,1220.8642578125,1578.681640625,67.38309777147036,1.2930853127387185
39,13152250000,13187251000,35,52.46666717529297,3.3889405727386475,1508.876953125,1908.3778076171875,36.37314718774171,1.2647670200441399
40,13442503000,13477509000,35,128.3914794921875,8.298809051513672,3252.641357421875,4738.06884765625,36.90329659254808,1.4566834541548601
43,14688653000,14713640000,25,26.522872924804688,1.7109787464141846,1084.787841796875,1265.0440673828125,47.696343867776086,1.1661672620586858
44,15449397000,15514409000,65,324.39093017578125,20.92951011657715,5078.27392578125,8916.3642578125,27.486478284028756,1.7557863928029034
47,16054906000,16074907000,20,17.705707550048828,1.1430654525756836,896.2299194335938,966.59130859375,54.59207466640238,1.0785081904034444
48,16190029000,16250155000,60,341.3128662109375,21.995346069335938,5751.6240234375,9651.8642578125,28.27864171943484,1.6781111245244422
49,16390281000,16420282000,30,54.14856719970703,3.445796251296997,1890.5301513671875,2271.7119140625,41.95331532382247,1.2016269152965642
50,16595408000,16620409000,25,24.360870361328125,1.5564680099487305,992.384033203125,1179.4576416015625,48.416071515815084,1.1885092888834765
51,16765535000,16920787000,155,96.82439422607422,6.19326639175415,3662.523193359375,9693.013671875,100.10921059049322,2.646539874327534
52,17165914000,17196039000,30,40.376495361328125,2.584422826766968,1333.302490234375,1679.2950439453125,41.59090651423181,1.2595004181310103
53,17871674000,17911671000,40,124.44833374023438,7.962775230407715,3151.579345703125,4503.5771484375,36.18832822493215,1.4289905645490708
54,18297050000,18327053000,30,29.466928482055664,1.882872223854065,1007.1278076171876,1294.4195556640625,43.9278751584957,1.2852584804768645
55,18647303000,18682303000,35,81.72329711914062,5.218268871307373,2200.540283203125,3221.9560546875,39.425184350924546,1.464165904746626
