section id,recording id,saccade id,start timestamp [ns],end timestamp [ns],duration [ms],amplitude [px],amplitude [deg],mean velocity [px/s],peak velocity [px/s]
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,1,1762767735367654228,1762767735432782228,65,324.5285339355469,20.89258575439453,5008.2099609375,8485.9287109375
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,2,1762767735547906228,1762767735582907228,35,48.52793884277344,3.1197452545166016,1391.7310791015625,1834.6800537109375
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,3,1762767735743033228,1762767735778033228,35,47.094818115234375,3.0107853412628174,1415.68701171875,1726.5172119140625
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,4,1762767736308538228,1762767736473802228,165,278.33807373046875,17.92355728149414,5126.04833984375,10551.396484375
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,5,1762767736598791228,1762767736618916228,20,21.303478240966797,1.3732939958572388,996.4293212890625,1055.626220703125
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,6,1762767736718918228,1762767736759047228,40,91.49475860595703,5.870861530303955,2364.947021484375,3488.522705078125
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,7,1762767736969170228,1762767737034296228,65,307.208740234375,19.811973571777344,4784.86865234375,8311.12890625
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,8,1762767737404549228,1762767737454676228,50,283.7033386230469,18.263601303100586,4874.63623046875,9800.228515625
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,9,1762767737589801228,1762767737614801228,25,24.33321189880371,1.5654445886611938,996.4356689453125,1089.314208984375
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,10,1762767737885054228,1762767737945066228,60,288.57745361328125,18.583026885986328,4523.638671875,8264.0068359375
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,11,1762767738380559228,1762767738435559228,55,369.39361572265625,23.759275436401367,5933.36865234375,10553.3583984375
917bb2e2-f0f4-4426-81b7-26f619e5f89a,c0d7c3f0-fdb8-459e-939f-f5af430ac34f,12,1762767738620686228,1762767738665820228,45,160.53028869628906,10.283843994140625,3718.018798828125,5657.47802734375
