timestamp [ns],pupil diameter left [mm],pupil diameter right [mm],eyeball center left x [mm],eyeball center left y [mm],eyeball center left z [mm],eyeball center right x [mm],eyeball center right y [mm],eyeball center right z [mm],optical axis left x,optical axis left y,optical axis left z,optical axis right x,optical axis right y,optical axis right z,eyelid angle top left [rad],eyelid angle bottom left [rad],eyelid aperture left [mm],eyelid angle top right [rad],eyelid angle bottom right [rad],eyelid aperture right [mm],distance between pupils center [mm]
0,3.3476,3.1308,-31.0,11.0,-39.8125,32.0,12.25,-40.5625,0.1095,0.2318,0.9666,-0.1295,0.2261,0.9655,0.0097,-0.7373,8.3302,-0.0867,-0.7705,7.6669,63.01686282258107
5125000,3.3403,3.0794,-30.875,11.4062,-39.875,32.125,12.6562,-40.4375,0.1008,0.1993,0.9747,-0.157,0.1926,0.9686,0.0363,-0.6909,8.0811,-0.0339,-0.731,7.7806,63.01491018997012
10126000,3.4138,3.0867,-30.9062,11.3125,-40.0625,32.0625,12.625,-40.1875,0.093,0.2079,0.9737,-0.1643,0.2003,0.9659,0.036,-0.7095,8.2934,-0.0379,-0.7334,7.7658,62.982501228039524
15125000,3.3623,3.0702,-30.9375,11.0938,-39.875,32.0625,12.3438,-40.3438,0.0954,0.2289,0.9688,-0.1513,0.2222,0.9632,0.0104,-0.7358,8.3208,-0.088,-0.7622,7.5564,63.01414343970725
20126000,3.3072,3.1345,-30.8125,11.4062,-39.7188,32.1875,12.5312,-40.375,0.1063,0.2079,0.9723,-0.1577,0.2003,0.967,0.0414,-0.7002,8.2444,-0.0464,-0.7354,7.6964,63.01346065278434
25126000,3.3127,3.0794,-31.0938,11.1875,-39.625,31.8906,12.4375,-40.4375,0.1211,0.2213,0.9677,-0.1412,0.2127,0.9669,0.0168,-0.7329,8.3569,-0.0649,-0.7441,7.5969,63.00204202730258
30126000,3.4542,3.1088,-30.9688,11.0625,-39.8125,32.0,12.3125,-40.5,0.1086,0.228,0.9676,-0.1428,0.2203,0.9649,0.0139,-0.7363,8.3646,-0.0842,-0.7725,7.7171,62.984957963707494
35126000,3.3807,3.1216,-31.125,11.0,-39.8125,31.8594,12.3125,-40.0938,0.1199,0.2318,0.9654,-0.138,0.2251,0.9645,-0.0001,-0.7554,8.4338,-0.0984,-0.7637,7.459,62.998701806465824
40126000,3.3623,3.0647,-30.875,11.2812,-39.8125,32.125,12.6875,-40.0,0.1015,0.2089,0.9727,-0.168,0.2003,0.9652,0.0208,-0.7114,8.1507,-0.049,-0.7261,7.5595,63.01597286355262
45126000,3.412,3.0555,-31.0,11.0625,-39.6562,31.9688,12.375,-40.1875,0.1133,0.2289,0.9668,-0.1514,0.2194,0.9638,0.0037,-0.7349,8.2358,-0.0775,-0.7549,7.5846,62.9847180622411
50126000,3.3844,3.1198,-30.8125,11.4375,-39.625,32.1875,12.5625,-40.6875,0.1074,0.2003,0.9738,-0.1465,0.1945,0.9699,0.0401,-0.6772,7.9648,-0.0379,-0.7378,7.8167,63.019001350783086
55126000,3.3091,3.0684,-30.875,11.0938,-39.8438,32.1562,12.4688,-40.5,0.0956,0.2175,0.9714,-0.1488,0.2118,0.9659,0.008,-0.7285,8.2094,-0.0605,-0.7554,7.7753,63.04961060054217
60126000,3.4101,3.0831,-31.0,11.2188,-39.6875,31.9531,12.5625,-40.1875,0.1175,0.2165,0.9692,-0.147,0.2098,0.9666,0.0122,-0.7139,8.0848,-0.0638,-0.7256,7.3927,62.9694237650306
65129000,3.4064,3.0849,-30.9688,10.9062,-39.5,32.0,12.2188,-40.1875,0.1186,0.2422,0.963,-0.148,0.2346,0.9608,-0.032,-0.7622,8.1671,-0.1037,-0.7822,7.6193,62.98623141965234
70126000,3.3421,2.9949,-30.9062,11.125,-39.4062,32.0625,12.4688,-40.2812,0.1202,0.2213,0.9678,-0.1458,0.2156,0.9655,-0.0078,-0.7451,8.2303,-0.0611,-0.7529,7.7408,62.98911495750674
75126000,3.3844,2.9985,-30.9062,11.3125,-39.875,32.0625,12.6562,-40.1875,0.1035,0.2051,0.9733,-0.1578,0.1965,0.9677,0.0324,-0.6953,8.0904,-0.0466,-0.7231,7.552,62.983810345437185
80126000,3.3623,3.0371,-30.8125,11.125,-39.5625,32.1562,12.4375,-40.25,0.1049,0.227,0.9682,-0.156,0.2203,0.9629,-0.0038,-0.7261,8.0526,-0.0597,-0.7646,7.8932,62.98612936345589
85135000,3.3513,3.1602,-30.8125,11.1875,-39.4062,32.1562,12.1875,-40.8125,0.1172,0.2251,0.9673,-0.1306,0.2184,0.9671,-0.004,-0.7192,7.9704,-0.0683,-0.7998,8.2123,62.99233968809224
90130000,3.4138,3.0959,-30.9375,11.375,-39.625,32.0312,12.625,-40.375,0.1169,0.2012,0.9725,-0.1446,0.1955,0.97,0.026,-0.7046,8.1277,-0.0329,-0.7319,7.803,62.98557120237936
95126000,3.3936,3.0904,-30.9688,11.0,-39.7188,32.0,12.3438,-40.375,0.117,0.2327,0.9655,-0.1426,0.227,0.9634,-0.0106,-0.7383,8.1209,-0.0803,-0.7656,7.6796,62.98655547273561
100127000,3.3899,3.1106,-30.875,11.2188,-39.75,32.0938,12.5312,-40.5,0.1062,0.2118,0.9715,-0.149,0.206,0.9671,0.0208,-0.7104,8.1394,-0.0342,-0.7563,8.0742,62.98694044958844
105126000,3.3954,3.1051,-30.9062,11.0938,-39.625,32.0625,12.3438,-40.3125,0.1058,0.228,0.9679,-0.1532,0.2213,0.9631,-0.0168,-0.7441,8.1206,-0.066,-0.7549,7.7104,62.98485798936122
110126000,3.3715,3.0831,-30.9062,11.0,-39.7188,32.125,12.375,-40.0938,0.1038,0.2308,0.9674,-0.1691,0.2222,0.9602,-0.0064,-0.7402,8.1894,-0.0775,-0.7603,7.648,63.04731099293609
115126000,3.3899,3.0537,-30.8125,11.0625,-39.4375,32.125,12.3438,-40.1875,0.1115,0.2289,0.967,-0.1588,0.2222,0.962,-0.0191,-0.7344,7.9825,-0.084,-0.7778,7.7828,62.95500882328586
120126000,3.3936,3.0941,-31.0,11.125,-39.9375,31.9688,12.5,-40.375,0.1041,0.2184,0.9703,-0.1431,0.2137,0.9664,0.0199,-0.7285,8.339,-0.0531,-0.7539,7.8394,62.98533007526435
125126000,3.3238,3.0077,-31.0,11.375,-39.6875,31.9688,12.6875,-40.25,0.1188,0.2012,0.9723,-0.155,0.1936,0.9688,0.0349,-0.6948,8.112,-0.0442,-0.7153,7.4875,62.984988973087866
130126000,3.3991,3.0151,-30.9375,11.1875,-39.4688,32.0625,12.5,-40.25,0.1136,0.2184,0.9692,-0.1564,0.2089,0.9653,0.0026,-0.7231,8.0877,-0.0529,-0.7529,7.8297,63.01851259503036
