section id,recording id,saccade id,start timestamp [ns],end timestamp [ns],duration [ms],amplitude [px],amplitude [deg],mean velocity [px/s],peak velocity [px/s]
8c4d44e2-7997-4808-8677-21b3ab3fc703,19f195c1-f736-4e30-bed2-32b42b37679a,1,1761561639586175418,1761561639641297418,55,15.213586807250977,0.9406786561012268,1066.7027587890625,1997.3291015625
8c4d44e2-7997-4808-8677-21b3ab3fc703,19f195c1-f736-4e30-bed2-32b42b37679a,2,1761561639771426418,1761561639786425418,15,20.06174659729004,1.248883843421936,1184.6661376953125,1650.8109130859375
8c4d44e2-7997-4808-8677-21b3ab3fc703,19f195c1-f736-4e30-bed2-32b42b37679a,3,1761561639886424418,1761561639901436418,15,12.267742156982422,0.7604565620422363,880.3201904296875,940.6361083984375
8c4d44e2-7997-4808-8677-21b3ab3fc703,19f195c1-f736-4e30-bed2-32b42b37679a,4,1761561639976557418,1761561639991550418,15,15.417778015136719,0.9770723581314087,972.208984375,1173.10400390625
8c4d44e2-7997-4808-8677-21b3ab3fc703,19f195c1-f736-4e30-bed2-32b42b37679a,5,1761561640076676418,1761561640131676418,55,257.7231750488281,16.27352523803711,3799.710205078125,8080.27001953125
8c4d44e2-7997-4808-8677-21b3ab3fc703,19f195c1-f736-4e30-bed2-32b42b37679a,6,1761561640336928418,1761561640391931418,55,236.43479919433594,15.211716651916504,4126.876953125,7220.23388671875
8c4d44e2-7997-4808-8677-21b3ab3fc703,19f195c1-f736-4e30-bed2-32b42b37679a,7,1761561640667185418,1761561640687181418,20,19.251148223876953,1.2439465522766113,989.6766357421875,1209.7646484375
8c4d44e2-7997-4808-8677-21b3ab3fc703,19f195c1-f736-4e30-bed2-32b42b37679a,8,1761561640987559418,1761561641037559418,50,274.43389892578125,17.655529022216797,4817.4638671875,8673.8515625
8c4d44e2-7997-4808-8677-21b3ab3fc703,19f195c1-f736-4e30-bed2-32b42b37679a,9,1761561641182686418,1761561641212686418,30,28.985307693481445,1.8499815464019775,1106.2994384765625,1328.5770263671875
8c4d44e2-7997-4808-8677-21b3ab3fc703,19f195c1-f736-4e30-bed2-32b42b37679a,10,1761561641703190418,1761561641743191418,40,70.8888168334961,4.503645896911621,2005.3109130859375,2676.287841796875
8c4d44e2-7997-4808-8677-21b3ab3fc703,19f195c1-f736-4e30-bed2-32b42b37679a,11,1761561641823320418,1761561641873317418,50,70.85150146484375,4.491130828857422,1639.3963623046875,2351.485595703125
8c4d44e2-7997-4808-8677-21b3ab3fc703,19f195c1-f736-4e30-bed2-32b42b37679a,12,1761561641998450418,1761561642213695418,215,22.883975982666016,1.4642958641052246,2281.16845703125,7515.5068359375
8c4d44e2-7997-4808-8677-21b3ab3fc703,19f195c1-f736-4e30-bed2-32b42b37679a,13,1761561642503947418,1761561642538952418,35,66.32755279541016,4.230632781982422,1702.838134765625,2634.617431640625
