section id,recording id,timestamp [ns],gyro x [deg/s],gyro y [deg/s],gyro z [deg/s],acceleration x [g],acceleration y [g],acceleration z [g],roll [deg],pitch [deg],yaw [deg],quaternion w,quaternion x,quaternion y,quaternion z
d36c8a90-602f-4248-a29c-d949902bcd03,876e5477-6a29-4476-b05c-9f4580bd9802,1760515399552080917,-0.045776,-0.083923,-0.230789,-0.022461,-0.581055,0.834961,1.732434447583044,-34.54541447435325,129.3197321551179,0.4126998782157898,-0.14011166989803314,-0.2621421813964844,0.8610044121742249
d36c8a90-602f-4248-a29c-d949902bcd03,876e5477-6a29-4476-b05c-9f4580bd9802,1760515399560084917,-0.167847,0.160217,0.074387,-0.033691,-0.591309,0.842773,1.7347473806166327,-34.5487767467613,129.2918565540707,0.4129112660884857,-0.14020469784736633,-0.2621251344680786,0.8608930706977844
d36c8a90-602f-4248-a29c-d949902bcd03,876e5477-6a29-4476-b05c-9f4580bd9802,1760515399568088917,-0.595093,0.221252,-0.535965,-0.033691,-0.59375,0.838379,1.7403499194909124,-34.55188570100336,129.2654205837574,0.4131195843219757,-0.14031824469566345,-0.2620960474014282,0.8607834577560425
d36c8a90-602f-4248-a29c-d949902bcd03,876e5477-6a29-4476-b05c-9f4580bd9802,1760515399576092917,-0.656128,0.221252,-0.535965,-0.022949,-0.575684,0.858887,1.73935657169189,-34.54663319688021,129.23146938669638,0.4133775532245636,-0.14036984741687775,-0.2620184123516083,0.8606748580932617
d36c8a90-602f-4248-a29c-d949902bcd03,876e5477-6a29-4476-b05c-9f4580bd9802,1760515399584096917,-0.597,0.28038,-0.535965,-0.021973,-0.581543,0.841309,1.7374295562695565,-34.54814878167508,129.19159961473403,0.41367107629776,-0.14045190811157227,-0.26198795437812805,0.8605296611785889
d36c8a90-602f-4248-a29c-d949902bcd03,876e5477-6a29-4476-b05c-9f4580bd9802,1760515399592100917,-0.780106,-0.085831,-0.352859,-0.030273,-0.585938,0.852539,1.7386859031076844,-34.54564938824968,129.17231893415547,0.4138212203979492,-0.14049656689167023,-0.26194092631340027,0.8604645133018494
d36c8a90-602f-4248-a29c-d949902bcd03,876e5477-6a29-4476-b05c-9f4580bd9802,1760515399601250917,-0.230789,-0.085831,-0.291824,-0.032715,-0.580078,0.832519,1.743368611655328,-34.546798798280626,129.15753645596064,0.41394177079200745,-0.14056958258152008,-0.26191455125808716,0.8604026436805725
d36c8a90-602f-4248-a29c-d949902bcd03,876e5477-6a29-4476-b05c-9f4580bd9802,1760515399610400917,-0.291824,-0.391006,-0.413895,-0.036133,-0.580078,0.838867,1.7479118728215934,-34.54910495624095,129.1385000789088,0.4140927791595459,-0.14065536856651306,-0.261892169713974,0.8603227734565735
d36c8a90-602f-4248-a29c-d949902bcd03,876e5477-6a29-4476-b05c-9f4580bd9802,1760515399619550917,-0.595093,-0.267029,0.013351,-0.023438,-0.587402,0.854004,1.746941087772425,-34.547767241417695,129.10742205521896,0.41432520747184753,-0.1407143622636795,-0.26184743642807007,0.8602148294448853
d36c8a90-602f-4248-a29c-d949902bcd03,876e5477-6a29-4476-b05c-9f4580bd9802,1760515399628700917,-0.534058,-0.511169,-0.169754,-0.033203,-0.584473,0.850586,1.7526094551063969,-34.546132406432456,129.0680887076184,0.41463503241539,-0.14084097743034363,-0.2617662847042084,0.8600695133209229
d36c8a90-602f-4248-a29c-d949902bcd03,876e5477-6a29-4476-b05c-9f4580bd9802,1760515399637850917,-0.228882,-0.144958,0.135422,-0.022949,-0.585449,0.85791,1.7543630729947763,-34.542026884078545,128.9974531838767,0.4151732325553894,-0.141000896692276,-0.26164212822914124,0.8598213791847229
