timestamp [ns],gaze x [px],gaze y [px],fixation id,blink id,azimuth [deg],elevation [deg]
0,793.639,555.961,1.0,,-1.3186842175286246,3.642230972553551
5005000,789.604,550.341,1.0,,-1.5803743374625705,4.005493122994017
10000000,792.523,569.737,1.0,,-1.3901038586897942,2.7512642580740287
15004000,791.144,569.116,1.0,,-1.4794146488691542,2.791421814159647
20008000,791.37,567.909,1.0,,-1.4648265684029036,2.869486977905113
25000000,782.85,563.522,1.0,,-2.0165435751545715,3.152853260106847
30000000,797.03,552.896,1.0,,-1.0993060169940465,3.8405568249543225
35009000,800.316,544.973,1.0,,-0.8869188087435411,4.35297658333866
40000000,801.544,550.93,1.0,,-0.807065323206311,3.967792018369069
45000000,807.927,550.232,1.0,,-0.393786995408425,4.012993352066623
50001000,803.792,560.126,1.0,,-0.6611970452555757,3.373125908550886
55000000,802.078,554.437,1.0,,-0.7723647913032262,3.741000053198104
60000000,802.186,555.036,1.0,,-0.7653741777625306,3.702303205787533
65000000,799.283,557.345,1.0,,-0.9531989918581564,3.5528828438206137
70000000,794.787,568.775,1.0,,-1.2436611749774749,2.813519149139033
75000000,792.978,567.412,1.0,,-1.3608045118347345,2.901672299846366
80001000,791.009,563.938,1.0,,-1.4884338374938333,3.126269276142005
85005000,790.469,564.961,1.0,,-1.5233000549170626,3.060137686493004
90126000,794.105,562.911,1.0,,-1.2880787227350905,3.192826817587365
95126000,796.621,564.918,1.0,,-1.125143848015557,3.0630676164339543
100126000,800.319,557.18,1.0,,-0.8861400334888615,3.5636049400205403
105126000,799.452,554.834,1.0,,-0.9423932816986004,3.7152840391848168
110126000,795.239,559.49,1.0,,-1.2148596831895098,3.4140561968320733
115126000,795.407,556.467,1.0,,-1.2041822404827047,3.609566994027972
120126000,793.508,571.57,1.0,,-1.326333047689349,2.6327232686500603
125126000,792.539,560.471,1.0,,-1.3896345594474373,3.350559813142956
130126000,795.208,559.407,1.0,,-1.2169068572480133,3.419415688969611
135126000,802.457,563.827,1.0,,-0.747477666263933,3.1337413251122843
140126000,782.429,557.39,1.0,,-2.04431245159784,3.549370418187215
145126000,786.552,573.588,1.0,,-1.7762579115857362,2.502048970078876
150126000,788.101,552.865,1.0,,-1.6774812639019816,3.842229068079226
155126000,806.711,561.165,1.0,,-0.4722075100470768,3.3059711202459665
160126000,804.69,565.294,1.0,,-0.6029409193426487,3.038844442389532
165126000,804.483,562.18,1.0,,-0.6164452886802225,3.2402859435032987
170126000,768.743,565.56,1.0,,-2.929272039331953,3.020351484349718
175126000,781.359,587.872,1.0,,-2.1114563842891862,1.578064409780675
180126000,779.776,582.312,1.0,,-2.2141403213371755,1.937570583768132
185127000,793.801,571.677,1.0,,-1.3073521635535694,2.6258372581500806
190139000,800.037,569.948,1.0,,-0.9039188921203128,2.737786816622929
195127000,793.807,552.263,1.0,,-1.3080469866723132,3.8813997739699775
200127000,798.871,574.396,1.0,,-0.9792058638697716,2.450018987827062
205127000,783.935,567.327,1.0,,-1.9460149301583645,2.906875604336235
210127000,806.716,548.917,1.0,,-0.4722513163314205,4.098073523572773
215127000,805.73,549.28,1.0,,-0.536042151739356,4.074598536426095
220127000,801.105,559.677,1.0,,-0.8351750084132199,3.402135394192412
225252000,799.846,563.307,1.0,,-0.9164919110445956,3.167313975998462
230258000,794.06,556.38,1.0,,-1.2913651527078946,3.6151833424405417
235252000,791.502,554.398,1.0,,-1.4571293630231752,3.7432316469158256
240252000,788.669,554.905,1.0,,-1.6405173002223354,3.710380557395693
245252000,789.561,553.498,1.0,,-1.5828704693866191,3.8013915260360576
250252000,793.015,550.734,1.0,,-1.3594373237382462,3.980259836419383
255260000,791.547,551.313,1.0,,-1.4544123823149768,3.942738053275216
260252000,788.877,555.777,1.0,,-1.626959091822867,3.654000866654337
265252000,796.61,571.484,1.0,,-1.1255959601417178,2.6383793895654857
270252000,794.843,570.208,1.0,,-1.2399986062895252,2.720867503375692
275252000,797.052,560.361,1.0,,-1.097448888203004,3.3577777707807064
280253000,789.85,567.92,1.0,,-1.5632172276439165,2.8687157028891828
