fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation x [px],fixation y [px],azimuth [deg],elevation [deg],dispersion [px],euclidian distance from previous [px],angle from previous [rad],time since previous [ns],threshold y [px],region,transition
1,124998000,1351136000,1226,811.202,537.466,-0.1818698110720915,4.838501831400294,49.36900000000003,0.0,0.0,0.0,665.8569814814815,screen,0
3,1916767000,2792526000,876,824.42,857.014,0.686565553582222,-15.797470759385908,47.43900000000008,319.82126231381176,0.026694029301169764,565631000.0,665.8569814814815,keyboard,1
13,7006444000,7551950000,546,817.809,563.137,0.2461001007698915,3.178352230679553,51.0390000000001,293.9513504816742,-0.027808127453772036,4213918000.0,665.8569814814815,screen,1
14,7617076000,8022331000,405,747.408,802.911,-4.3690213779107765,-12.303009921078484,39.46899999999994,249.8957220062,0.0324000155145522,65126000.0,665.8569814814815,keyboard,1
15,8047455000,8167581000,120,729.706,796.516,-5.524156983400214,-11.883712368261486,29.105999999999995,18.82171163842438,-0.048780614054152696,25124000.0,665.8569814814815,keyboard,0
16,8182581000,8327708000,145,758.5,819.222,-3.651438360263618,-13.356975603746674,32.84100000000001,36.66956329164556,0.01165409847168474,15000000.0,665.8569814814815,keyboard,0
17,8382717000,8763087000,380,963.138,816.036,9.786779130387362,-13.08572550597492,75.673,204.66279984403616,-0.00027170758990404065,55009000.0,665.8569814814815,keyboard,0
20,9593846000,9723972000,130,822.324,658.683,0.5382597405880389,-3.002395414118877,39.83899999999994,211.16000853618092,-0.04015622754087696,830759000.0,665.8569814814815,screen,1
24,10439605000,10549740000,110,771.476,608.595,-2.749985397101856,0.2376559023324342,44.24300000000005,71.37455322452108,-0.04125476416677045,715633000.0,665.8569814814815,screen,0
25,10579731000,11060236000,481,810.112,551.391,-0.2522301596544668,3.9380868406771,63.56700000000001,69.02925547910831,-0.017047798291944173,29991000.0,665.8569814814815,screen,0
28,11590750000,11775868000,185,820.573,474.6,0.4269172086824229,8.900266339448976,47.218000000000075,77.50025936730786,-0.02505250589250524,530514000.0,665.8569814814815,screen,0
29,11800869000,11960995000,160,791.276,471.402,-1.4820124403987238,9.106002699822636,33.683999999999855,29.471026670274007,-0.052933483532423886,25001000.0,665.8569814814815,screen,0
30,12021121000,12106122000,85,724.347,786.1,-5.8662408184139405,-11.210872249821568,26.274,321.73641734345216,0.031072986540150477,60126000.0,665.8569814814815,keyboard,1
31,12121247000,12211248000,90,737.444,815.397,-5.032350557404533,-13.102060443576889,24.71799999999996,32.09120779902185,0.020078349701119453,15125000.0,665.8569814814815,keyboard,0
36,14048017000,14758650000,711,778.325,700.936,-2.314421448685222,-5.732738761575612,110.35199999999986,121.54248920439309,-0.021428390482792593,1836769000.0,665.8569814814815,keyboard,0
39,15564408000,15909665000,345,895.225,763.797,5.294975973751667,-9.77623806615812,48.76700000000005,132.72948173258266,0.008611044278919015,805758000.0,665.8569814814815,keyboard,0
40,15969787000,16064915000,95,690.188,749.663,-8.062550581644206,-8.848925627693543,24.205000000000155,205.5235785135127,-0.053629912330505375,60122000.0,665.8569814814815,keyboard,0
41,16230039000,16565293000,335,823.835,800.549,0.6427299115317945,-12.162879598527969,86.90199999999993,143.00666279932557,0.006349535560387434,165124000.0,665.8569814814815,keyboard,0
44,17346051000,17801433000,455,978.381,737.233,10.676818966945286,-8.02265080545726,56.87099999999998,167.0131191613401,-0.00678640015335618,780758000.0,665.8569814814815,keyboard,0
45,17836556000,18261945000,425,927.448,779.837,7.40841890915082,-10.79162899067195,63.208000000000084,66.4023441227793,0.04267339156654908,35123000.0,665.8569814814815,keyboard,0
48,18882443000,19032568000,150,933.812,697.456,7.761407780595474,-5.488425949184328,47.31299999999999,82.62644647447932,-0.02606995905868747,620498000.0,665.8569814814815,keyboard,0
49,19172695000,19508073000,335,790.315,789.502,-1.5520987509921955,-11.45014048065693,34.797000000000025,170.48124566942832,0.04487681718722403,140127000.0,665.8569814814815,keyboard,0
50,19563074000,19968453000,405,961.041,704.143,9.526576618936694,-5.9080011707810645,45.874000000000024,190.8756819424622,-0.00809185020749349,55001000.0,665.8569814814815,keyboard,0
53,20564086000,21089469000,525,697.287,697.56,-7.566073627546243,-5.497996091040583,83.00700000000006,263.836139308094,-0.05439561164228358,595633000.0,665.8569814814815,keyboard,0
