timestamp [ns],gaze x [px],gaze y [px],fixation id,blink id,azimuth [deg],elevation [deg]
0,664.187,436.754,1.0,,-9.801022539414792,11.281950537340222
5001000,662.824,435.84,1.0,,-9.891400631004286,11.339493194047868
10013000,662.952,431.353,1.0,,-9.889427770623776,11.627412985150334
15001000,662.199,432.307,1.0,,-9.937234576536206,11.565542256410682
20001000,660.435,431.533,1.0,,-10.053719129362875,11.613731082891348
25004000,659.246,427.913,1.0,,-10.136843164686043,11.844791408858194
30126000,659.193,434.716,1.0,,-10.130203726171365,11.408549671724794
35126000,661.007,435.158,1.0,,-10.011085800249685,11.381750081188114
40126000,661.438,436.422,1.0,,-9.98107895470121,11.30098320857653
45126000,662.306,436.918,1.0,,-9.923731944605544,11.269940424079618
50134000,661.554,436.53,1.0,,-9.973383001962462,11.294175404552082
55126000,664.63,435.166,1.0,,-9.774323851561872,11.384192483200264
60126000,661.002,432.752,1.0,,-10.014876214962335,11.536004300009187
65138000,662.219,432.972,1.0,,-9.934955774921391,11.522919882541062
70126000,655.451,434.484,1.0,,-10.375053138528216,11.420173126024658
75126000,661.477,434.349,1.0,,-9.981501298191109,11.433980710717348
80126000,662.493,434.408,1.0,,-9.91505736574715,11.431079174256055
85126000,665.01,431.446,1.0,,-9.75473445928755,11.623127038365862
90126000,666.567,437.485,1.0,,-9.64456439960618,11.23695864179452
95126000,664.704,435.313,1.0,,-9.7692575645221,11.374856600735376
100126000,663.307,433.116,1.0,,-9.863672355715757,11.514578388083846
105126000,662.741,432.784,1.0,,-9.901156868523035,11.53543598917862
110126000,661.147,434.024,1.0,,-10.003521265484393,11.45454196092692
115135000,660.868,434.337,1.0,,-10.0212985219425,11.434224440256337
120126000,659.724,436.327,1.0,,-10.093218889381506,11.305685734086037
125127000,660.453,439.13,1.0,,-10.041637597519722,11.126481562846566
130126000,660.45,439.202,1.0,,-10.041704650649717,11.121866541100358
135127000,662.083,436.02,1.0,,-9.939500921344376,11.327323206806632
140127000,661.477,434.678,1.0,,-9.981023470278954,11.412923014987824
145127000,662.217,433.602,1.0,,-9.934208592779584,11.482526186843502
150138000,660.466,437.679,1.0,,-10.042841238365687,11.219583694256814
155127000,659.245,438.289,1.0,,-10.121703188887414,11.179467451714636
160127000,660.94,436.435,1.0,,-10.013609441390976,11.299782672413595
165127000,660.635,434.74,1.0,,-10.035979372192914,11.40823320866099
170252000,660.354,431.7,1.0,,-10.05876752662106,11.602900793560767
175252000,660.151,431.832,1.0,,-10.071840974704529,11.594290922110403
180252000,660.419,432.105,1.0,,-10.053890474502436,11.577000079987249
185254000,659.93,430.616,1.0,,-10.088056537175362,11.672060871201548
190252000,659.787,431.548,1.0,,-10.096053230048348,11.612174566236831
195255000,659.955,431.005,1.0,,-10.085833645857244,11.647144732232
200255000,652.871,435.186,1.0,,-10.542572792009157,11.37295298186163
205252000,656.616,434.68,1.0,,-10.29862428265844,11.408616526009103
210252000,657.738,433.08,1.0,,-10.227683507652277,11.512216946332908
215253000,659.184,433.249,1.0,,-10.132955506894426,11.502600590272335
220253000,660.395,431.189,1.0,,-10.056840562320447,11.635703732933516
225253000,660.978,429.032,1.0,,-10.02189462365121,11.774548295175626
230255000,659.312,433.367,1.0,,-10.12438975154522,11.495108080736376
235252000,659.815,433.671,1.0,,-10.091119376243556,11.4760612948072
240253000,660.559,431.764,1.0,,-10.045220348050533,11.598979086657788
245253000,659.039,431.989,1.0,,-10.144265772589732,11.583284798722138
250253000,657.795,432.579,1.0,,-10.224739045512312,11.544377325819228
255253000,658.023,432.673,1.0,,-10.209660328181748,11.538509723713831
260253000,660.982,431.037,1.0,,-10.018658261772565,11.645978379601466
265253000,660.372,431.913,1.0,,-10.057239531902132,11.58927922835962
270253000,660.669,431.643,1.0,,-10.038199638691845,11.606846403514773
275253000,660.359,430.514,1.0,,-10.060134101200688,11.678960585135776
280253000,660.412,427.541,1.0,,-10.06112570894894,11.86965365535099
285256000,659.524,427.403,1.0,,-10.119430290315972,11.877741127939094
290253000,657.27,429.364,1.0,,-10.263882446754238,11.750036083368467
295253000,657.544,428.797,1.0,,-10.24678273581804,11.786629532309396
300253000,657.999,429.235,1.0,,-10.216372539305596,11.758935233830975
305378000,658.203,428.955,1.0,,-10.203445677898932,11.777059591564145
310378000,659.361,426.902,1.0,,-10.130816799868487,11.909705617920086
315378000,660.738,427.846,1.0,,-10.039333767544171,11.8503794921445
320378000,653.315,437.951,1.0,,-10.509427032253642,11.196073410982354
325378000,654.382,437.332,1.0,,-10.440694798136732,11.236679374370215
330378000,652.111,435.063,1.0,,-10.592405496958104,11.380170958483934
335391000,652.441,435.646,1.0,,-10.56993290710514,11.34310629385548
340379000,653.799,433.93,1.0,,-10.483794703373675,11.454291579770723
345395000,657.209,430.763,1.0,,-10.265730864140776,11.660269680410805
350379000,660.576,428.602,1.0,,-10.048835302625998,11.801773954907311
355379000,659.418,424.476,1.0,,-10.13078784232421,12.065255286057424
360392000,657.638,424.209,1.0,,-10.247703740022,12.080772758859773
365379000,655.862,426.363,1.0,,-10.360531570298637,11.941135793035908
370379000,660.174,435.272,1.0,,-10.065351147817372,11.373694276244931
