saccade id,start timestamp [ns],end timestamp [ns],duration [ms],amplitude [px],amplitude [deg],mean velocity [px/s],peak velocity [px/s],main sequence ratio,Q ratio
1,1226086489,1266086489,40,118.91404724121094,7.675787925720215,2440.753662109375,3999.380615234375,33.6325329767125,1.6385842935816743
2,1371215489,1496338489,125,127.07088470458984,8.20364761352539,1743.20263671875,4624.43701171875,36.39257743793542,2.652839615033729
3,1816590489,1921722489,105,129.20323181152344,8.345845222473145,2015.7506103515625,5136.98046875,39.75891621847063,2.5484206440865576
4,2402220489,2452225489,50,4.744251251220703,0.3065358996391296,989.91552734375,1502.12841796875,316.62075603231386,1.5174309084729944
7,3568243489,3613356489,45,11.164530754089355,0.7117130160331726,1100.3140869140625,1468.73095703125,131.5533083639258,1.334828822514168
8,3728357489,3828487489,100,54.53184509277344,3.4864540100097656,1533.153564453125,3039.677001953125,55.74131953140062,1.9826304894887525
9,3928608489,3958612489,30,78.41661071777344,5.029086112976074,1985.9884033203125,3537.879150390625,45.116450685731444,1.781419843376605
10,4368994489,4719365489,350,277.784423828125,17.904050827026367,2074.77001953125,7029.5673828125,25.30583711620181,3.3881188356484353
11,4799366489,4859491489,60,36.32075119018555,2.339209794998169,1545.4937744140625,2311.31640625,63.63625009150568,1.495519713190874
12,5309879489,5384996489,75,238.5955352783203,15.35240650177002,2790.43701171875,6330.73974609375,26.533353772563174,2.268726984163092
13,5459996489,5525122489,65,29.118227005004883,1.871367335319519,1232.80517578125,2018.1341552734373,69.30827742109976,1.6370260239980827
17,6481005489,6596135489,115,32.75809097290039,2.1019127368927,1263.2451171875,3042.352294921875,92.87330868696547,2.408362600043446
18,6761260489,6801262489,40,62.40411376953125,4.011603355407715,1489.923828125,2493.2109375,39.95266957412202,1.6733814779226601
19,6886391489,7061510489,175,51.56806945800781,3.3093783855438232,1201.5941162109375,2467.634521484375,47.85198568454816,2.053633991872166
20,7476889489,7536889489,60,44.85497283935547,2.868743896484375,1278.3431396484375,2116.811279296875,47.19234335238741,1.6559022484988093
21,7647015489,7712141489,65,102.31803131103516,6.569272041320801,2580.587890625,4390.53857421875,42.91070222874024,1.7013714549964012
22,7807142489,7827267489,20,12.451379776000977,0.8031374216079712,1038.6068115234375,1414.1004638671875,113.56978016145257,1.3615359038450485
23,7907267489,7987393489,80,36.0324592590332,2.3236992359161377,1205.46435546875,1849.6400146484373,51.332605453088505,1.5343796822007207
24,8072394489,8107527489,35,55.840667724609375,3.5911805629730225,1405.40576171875,2183.927001953125,39.10997290941514,1.5539476651086712
25,8212520489,8327646489,115,282.8369445800781,18.21710777282715,3250.724365234375,8715.8349609375,30.815758435934566,2.6811977829160223
