saccade id,start timestamp [ns],end timestamp [ns],duration [ms],amplitude [px],amplitude [deg],mean velocity [px/s],peak velocity [px/s],main sequence ratio,Q ratio
7,540508000,560504000,20,19.25114822387696,1.243946552276611,989.6766357421876,1209.7646484375,62.84116845233387,1.2223837612679034
13,2377270000,2412275000,35,66.32755279541016,4.230632781982422,1702.838134765625,2634.617431640625,39.721312193851055,1.547191936715258
14,2717523000,2802649000,85,283.3905944824219,18.262081146240234,4279.298828125,8561.140625,30.209685118999353,2.000594248930055
15,2972775000,2992776000,20,23.09185028076172,1.4911096096038818,1089.37939453125,1214.4820556640625,52.593535853463926,1.1148384683617438
16,3983784000,4043785000,60,247.4230499267578,15.953936576843262,4124.63916015625,7281.74853515625,29.430356376706996,1.7654268052094046
20,5324921000,5370046000,45,91.75243377685548,5.8638763427734375,2079.08544921875,3094.303466796875,33.72448380303795,1.4883002850891047
21,5720299000,5760425000,40,80.22625732421875,5.1172614097595215,1992.9022216796875,2702.532958984375,33.68638958268508,1.3560790537463427
25,6446056000,6536057000,90,40.18666458129883,2.575796842575073,1019.2752075195312,1232.1182861328125,30.65987931494539,1.2088180670373097
26,6976560000,7051561000,75,253.1088409423828,16.33937644958496,3809.4501953125,8671.5673828125,34.260231094758474,2.2763304251838754
27,7381939000,7441940000,60,269.87554931640625,17.425771713256836,4567.185546875,8081.17138671875,29.944066467630456,1.7693985286514406
29,8257697000,8282697000,25,29.34194564819336,1.881560444831848,1211.02685546875,1659.9796142578125,56.57360401933744,1.3707207290752335
30,8718077000,8768201000,50,137.71209716796875,8.82364273071289,2679.03515625,4789.22998046875,34.77711892389004,1.7876697023911068
31,9148580000,9188580000,40,89.24854278564453,5.7243523597717285,2243.383544921875,3045.966552734375,34.12903401739701,1.3577555918287925
34,10304590000,10394722000,90,54.03112030029297,3.4635818004608154,1521.2904052734375,2766.564453125,51.20316657787307,1.8185643211413907
35,10815094000,10895095000,80,97.6753921508789,6.284572601318359,2146.04052734375,4835.51220703125,49.50594106202151,2.253225018549104
36,11080354000,11170347000,90,269.93023681640625,17.419111251831055,3879.78076171875,7324.14599609375,27.133477458752747,1.8877731619167935
37,11630852000,11690852000,60,257.04754638671875,16.577682495117188,4386.63818359375,7192.21142578125,27.980081999930192,1.6395725210892675
38,11815983000,11850979000,35,54.11484909057617,3.4871973991394043,1547.41748046875,1886.91064453125,34.868629890716,1.2193933882404244
39,12001231000,12056231000,55,202.87022399902344,13.05231475830078,3816.113525390625,6326.28369140625,31.18389464309313,1.6577818372839626
43,13157240000,13192240000,35,42.93112182617188,2.7655770778656006,1235.6971435546875,1654.3165283203125,38.5342021813136,1.3387718317138753
44,13387492000,13427492000,40,97.59461212158205,6.296392917633057,2443.955322265625,3424.689453125,35.090968432341,1.4012897134102285
45,13827871000,13882871000,55,259.7572021484375,16.78154182434082,4601.708984375,7895.2763671875,30.394831411356854,1.7157270035970842
49,15509398000,15534521000,25,31.0952205657959,2.0103204250335693,1261.666748046875,1484.0079345703125,47.72463123167844,1.1762281417558424
50,15774638000,15844764000,70,304.4653625488281,19.62315559387207,4723.52392578125,8732.4853515625,28.68137537373251,1.8487225827099385
51,15984890000,16009890000,25,39.313663482666016,2.510296583175659,1570.7083740234375,2046.9476318359373,52.06707924176202,1.3032003048360863
52,16200017000,16235142000,35,34.48948669433594,2.2134594917297363,1053.5048828125,1288.8765869140625,37.37012957997224,1.223417762880415
53,16480394000,16565395000,85,308.6825866699219,19.906005859375,3946.3955078125,8689.8505859375,28.15141171286628,2.2019715380109766
54,16845651000,17000774000,155,328.5977478027344,21.22893142700196,3490.490478515625,10601.2197265625,32.261997525700274,3.037171936670288
55,17115900000,17135900000,20,21.39422416687012,1.3753620386123655,1121.62109375,1253.43408203125,58.58749876858104,1.1175200689571108
58,18537287000,18592288000,55,277.1811218261719,17.8536434173584,4694.3779296875,8817.9365234375,31.81290437581632,1.8784036256800698
59,18832540000,18857540000,25,29.700199127197266,1.912723183631897,1198.3638916015625,1382.7196044921875,46.5559034998521,1.1538395091696574
60,19057792000,19102792000,45,106.00598907470705,6.838700294494629,2373.826904296875,3573.167724609375,33.7072249954784,1.5052351618989437
61,19468050000,19503171000,35,40.25973892211914,2.6004583835601807,1157.6578369140625,1457.770751953125,36.20914568703797,1.2592414662341556
64,20694188000,20724307000,30,33.00356674194336,2.128540515899658,1117.57861328125,1258.609619140625,38.135563618979745,1.1261933649976559
68,21615065000,21665190000,50,206.8712158203125,13.30843734741211,4153.947265625,7008.06298828125,33.876452847690636,1.687085208393184
69,21855321000,21905323000,50,107.28113555908205,6.901245594024658,2295.930419921875,3508.95166015625,32.70800259402357,1.5283353666596096
70,23006459000,23061452000,55,117.48865509033205,7.565386772155762,2177.622802734375,3260.936767578125,27.755333185752523,1.4974754872531026
71,23206589000,23231583000,25,26.43854141235352,1.7035316228866575,1070.8831787109375,1220.6021728515625,46.16753072017925,1.13980889523435
76,24542841000,24717969000,175,113.97925567626952,7.345367431640625,2904.617431640625,6573.45849609375,57.67241115141221,2.2631064678217676
77,24853093000,24888098000,35,64.00050354003906,4.123717308044434,1650.0867919921875,2394.9716796875,37.421138072596456,1.4514216411586423
78,25053355000,25073354000,20,18.318866729736328,1.181110978126526,936.3330078125,1092.4066162109375,59.63287098091472,1.1666860049749428
81,26094229000,26119240000,25,21.86040496826172,1.410131573677063,871.30078125,997.5469360351562,45.63259177876422,1.1448938845252026
82,26364482000,26419607000,55,203.866928100586,13.15286350250244,3739.736328125,6142.49462890625,30.1299219355265,1.6424940396763015
86,27720746000,27770869000,50,169.8174285888672,10.96461582183838,3178.166015625,5400.82470703125,31.803712680792028,1.6993526079125085
87,28010996000,28041122000,30,31.60117721557617,2.0359177589416504,1083.7950439453125,1313.454833984375,41.56347800033776,1.2119033403244193
88,28251250000,28281249000,30,39.82104110717773,2.5662288665771484,1338.3148193359375,1599.20703125,40.15984983782214,1.1949408376449986
92,29707636000,29737636000,30,43.729793548583984,2.820702314376831,1471.362548828125,1861.4525146484373,42.567146185594396,1.265121581442318
95,30703520000,30728520000,25,29.83251190185547,1.9202983379364007,1204.3389892578125,1424.24853515625,47.7414888776988,1.1825977136503396
96,30893781000,30958776000,65,286.6051025390625,18.48402976989746,4309.29931640625,8522.9287109375,29.737533056571724,1.977799193128505
97,31078908000,31113899000,35,41.65864944458008,2.685255527496338,1233.759033203125,1587.795166015625,38.11441770640988,1.2869572771380973
98,31484277000,31549287000,65,316.860595703125,20.425094604492188,5005.36328125,8946.556640625,28.234992807396168,1.7873940687059895
101,32760413000,32785539000,25,33.316490173339844,2.153463840484619,1355.9228515625,1656.759033203125,49.727898244481906,1.2218682141789674
105,34472054000,34527062000,55,132.6485137939453,8.559412956237793,2449.6357421875,4039.75146484375,30.454555044009417,1.6491233350621723
106,34702305000,34732306000,30,41.83003616333008,2.696663856506348,1446.102294921875,1745.8780517578125,41.73742630632294,1.2072991363672048
107,35252810000,35297811000,45,185.18087768554688,11.92018699645996,4123.57470703125,6373.3994140625,34.417157396159894,1.545600569136045
108,35623064000,35648189000,25,27.077016830444336,1.7464255094528198,1121.3294677734375,1241.4378662109375,45.848398809395924,1.107112496272833
109,35738190000,35773315000,35,56.46985626220703,3.641068935394287,1695.5845947265625,2227.095947265625,39.43866860444143,1.3134679061086754
110,35963442000,35993442000,30,45.87789916992188,2.961106300354004,1452.4693603515625,1828.354736328125,39.852625543211815,1.2587905715860206
