timestamp [ns],pupil diameter left [mm],pupil diameter right [mm],eyeball center left x [mm],eyeball center left y [mm],eyeball center left z [mm],eyeball center right x [mm],eyeball center right y [mm],eyeball center right z [mm],optical axis left x,optical axis left y,optical axis left z,optical axis right x,optical axis right y,optical axis right z,eyelid angle top left [rad],eyelid angle bottom left [rad],eyelid aperture left [mm],eyelid angle top right [rad],eyelid angle bottom right [rad],eyelid aperture right [mm],distance between pupils center [mm]
0,2.8883,2.7726,-31.0,17.1875,-38.0,32.0625,18.0625,-35.8125,-0.0797,-0.1387,0.9871,-0.0266,-0.1435,0.9893,0.4121,-0.4082,9.0069,0.521,-0.3877,9.9993,63.10649481234083
5000000,2.8479,2.7634,-30.8125,17.1562,-37.75,32.25,17.8438,-35.9375,-0.0827,-0.129,0.9882,-0.0334,-0.1368,0.99,0.3933,-0.3999,8.7052,0.5029,-0.4224,10.1816,63.09228840563639
10000000,2.9104,2.8148,-30.9375,17.3125,-37.9062,32.125,18.125,-35.75,-0.0797,-0.1435,0.9864,-0.0314,-0.1503,0.9881,0.4211,-0.3899,8.9038,0.5298,-0.3799,10.0117,63.10458193301022
15000000,2.8846,2.8277,-30.7812,17.1875,-37.9062,32.2812,18.0,-35.9375,-0.0932,-0.1368,0.9862,-0.0401,-0.1435,0.9888,0.4016,-0.3884,8.67,0.5234,-0.4062,10.2332,63.09835362115243
20000000,2.8993,2.8313,-31.0938,17.0625,-37.9375,31.9688,17.875,-35.9688,-0.0663,-0.1261,0.9898,-0.0121,-0.131,0.9913,0.3892,-0.4131,8.8059,0.501,-0.4009,9.9203,63.09855350719223
25000000,2.8773,2.8589,-31.0625,17.1875,-37.9375,32.0,18.0938,-35.875,-0.072,-0.1397,0.9876,-0.0179,-0.1445,0.9893,0.4094,-0.3999,8.8846,0.5254,-0.3962,10.1439,63.10272729597351
30000000,2.8938,2.7928,-30.9375,17.1562,-37.9062,32.125,17.8438,-35.875,-0.0769,-0.1281,0.9888,-0.0285,-0.1339,0.9906,0.395,-0.4104,8.8411,0.4961,-0.406,9.9224,63.09894986012049
35015000,2.8883,2.8589,-30.8125,17.125,-37.9375,32.25,17.8438,-36.0,-0.0904,-0.129,0.9875,-0.0314,-0.1358,0.9902,0.3943,-0.4099,8.8275,0.502,-0.4175,10.1162,63.09635081318095
40000000,2.8754,2.8056,-30.9062,17.1875,-37.875,32.1875,18.0625,-35.875,-0.0826,-0.1358,0.9873,-0.0285,-0.1397,0.9898,0.4075,-0.4038,8.9063,0.5342,-0.3887,10.159,63.13145495464206
45000000,2.8773,2.8497,-30.9375,17.3125,-37.8125,32.125,18.125,-35.9375,-0.0767,-0.1474,0.9861,-0.0236,-0.1542,0.9878,0.4199,-0.3875,8.8631,0.5288,-0.3889,10.101,63.09559958903632
50004000,2.8442,2.7707,-30.9688,17.25,-37.8125,32.125,18.1875,-35.75,-0.0758,-0.1464,0.9863,-0.0333,-0.1522,0.9878,0.4185,-0.4014,9.0015,0.5342,-0.3821,10.0857,63.13446294172463
55000000,2.8993,2.745,-30.9062,17.375,-37.8438,32.1562,18.1875,-35.75,-0.0815,-0.1493,0.9854,-0.0391,-0.1551,0.9871,0.4192,-0.3843,8.8197,0.5356,-0.3774,10.0508,63.1023806876571
60000000,2.9048,2.8424,-30.875,17.2188,-37.9062,32.2188,18.0,-35.8125,-0.0874,-0.1368,0.9867,-0.0391,-0.1445,0.9887,0.4055,-0.3877,8.7053,0.521,-0.4004,10.1404,63.133362428829976
65000000,2.9324,2.8442,-30.9688,17.2188,-38.0625,32.125,18.125,-35.8125,-0.0902,-0.1445,0.9854,-0.0266,-0.1503,0.9883,0.4026,-0.395,8.7541,0.5288,-0.3823,10.0278,63.14040938163135
70125000,2.8736,2.8313,-30.9688,17.1875,-37.9062,32.0625,18.0625,-35.8125,-0.0768,-0.1397,0.9872,-0.0295,-0.1464,0.9888,0.4075,-0.4019,8.8845,0.5181,-0.3987,10.0884,63.07213318399815
75125000,2.8497,2.7928,-31.0,17.0312,-37.9375,32.0625,17.875,-35.8125,-0.0817,-0.129,0.9883,-0.0256,-0.1339,0.9907,0.3877,-0.4272,8.9475,0.4912,-0.4167,9.9872,63.103934343985244
80125000,2.8663,2.7817,-30.875,17.25,-37.875,32.2188,18.0625,-35.875,-0.0845,-0.1435,0.986,-0.0343,-0.1493,0.9882,0.4111,-0.4028,8.9362,0.5332,-0.3967,10.2375,63.130719580011124
85126000,2.8479,2.8295,-30.9375,17.2188,-37.6875,32.125,18.0938,-35.875,-0.0681,-0.1397,0.9879,-0.0285,-0.1464,0.9888,0.4065,-0.387,8.708,0.5244,-0.3967,10.1383,63.09460902089813
90126000,2.846,2.8534,-30.875,17.1875,-37.8438,32.1875,18.0625,-35.8125,-0.0874,-0.1368,0.9867,-0.0314,-0.1435,0.9891,0.3987,-0.4031,8.8003,0.5332,-0.3962,10.2321,63.101273449432064
