timestamp [ns],pupil diameter left [mm],pupil diameter right [mm],eyeball center left x [mm],eyeball center left y [mm],eyeball center left z [mm],eyeball center right x [mm],eyeball center right y [mm],eyeball center right z [mm],optical axis left x,optical axis left y,optical axis left z,optical axis right x,optical axis right y,optical axis right z,eyelid angle top left [rad],eyelid angle bottom left [rad],eyelid aperture left [mm],eyelid angle top right [rad],eyelid angle bottom right [rad],eyelid aperture right [mm],distance between pupils center [mm]
0,3.4597,3.5755,-32.9688,17.5625,-36.75,30.0156,17.5625,-36.8125,-0.1318,0.2422,0.9612,-0.2609,0.2232,0.9392,0.013,-0.8262,9.4106,-0.0977,-0.9834,10.0929,62.984431009655076
5009000,3.4377,3.7335,-32.9688,17.25,-36.8125,30.0625,17.2188,-37.25,-0.1381,0.2733,0.952,-0.2442,0.2554,0.9355,-0.0179,-0.8706,9.6016,-0.1302,-1.0244,10.2406,63.03282604627529
10000000,3.4726,3.6545,-32.875,17.1875,-36.875,30.125,17.3125,-36.6875,-0.1509,0.2771,0.9489,-0.2758,0.2583,0.9259,-0.0235,-0.8721,9.5576,-0.1267,-1.0068,10.0632,63.000403024504536
15000000,3.3091,3.4175,-32.8438,17.6562,-36.8125,30.1406,17.6562,-36.8125,-0.1461,0.2356,0.9608,-0.2659,0.2175,0.9392,0.0173,-0.8242,9.4339,-0.0794,-0.9482,9.865,62.9844
20000000,3.4285,3.366,-32.8438,17.5625,-36.8125,30.1562,17.75,-36.6875,-0.1421,0.2431,0.9595,-0.2682,0.2251,0.9367,0.012,-0.812,9.2318,-0.0726,-0.9502,9.9632,63.000403024504536
25125000,3.4101,3.4616,-32.625,17.9375,-36.4375,30.3906,17.875,-36.75,-0.1335,0.2184,0.9667,-0.2825,0.2003,0.9381,0.043,-0.7671,9.0416,-0.0439,-0.9414,10.1699,63.01640584689038
30136000,3.423,3.5424,-33.375,17.5312,-37.0,29.6562,17.6875,-36.75,-0.1118,0.2498,0.9618,-0.2319,0.2318,0.9447,0.0175,-0.8286,9.4886,-0.0817,-0.9175,9.4685,63.03188957289794
35125000,3.3035,3.7629,-32.8125,17.75,-36.8125,30.2188,17.7812,-37.25,-0.1526,0.2356,0.9598,-0.2587,0.2146,0.9418,0.0312,-0.8018,9.3198,-0.0677,-0.9639,10.1825,63.03282604627529
40125000,3.423,3.4689,-32.6875,17.9688,-36.8125,30.3281,18.0938,-37.0,-0.1643,0.2003,0.9659,-0.2681,0.1773,0.9469,0.0651,-0.7583,9.1797,-0.0346,-0.9526,10.4068,63.01600292473333
45125000,3.5148,3.3973,-33.125,17.75,-36.9688,29.875,18.1562,-37.5625,-0.12,0.1898,0.9745,-0.2199,0.1715,0.9603,0.069,-0.771,9.3709,-0.0375,-0.9336,10.1442,63.0041068354278
