fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation x [px],fixation y [px],azimuth [deg],elevation [deg],dispersion [px],euclidian distance from previous [px],angle from previous [rad],time since previous [ns],threshold y [px],region,transition
1,185252000,570640000,385,700.235,778.578,-7.434907709046179,-10.71399805506735,79.75600000000009,0.0,0.0,0.0,596.6942083333333,keyboard,0
2,610632000,950885000,340,773.359,770.477,-2.654954005794051,-10.220940186243489,54.13300000000004,73.57136383811302,-0.0019257003648381432,39992000.0,596.6942083333333,keyboard,0
3,1061011000,1556516000,496,711.213,488.119,-6.6858942412254185,8.007435032203404,68.34399999999994,289.1161799000533,-0.031196689610029815,110126000.0,596.6942083333333,screen,1
4,1606526000,2092022000,485,742.94,747.073,-4.627886615436381,-8.704124444913331,50.54500000000007,260.890353683305,0.025287797794485763,50010000.0,596.6942083333333,keyboard,1
5,2152022000,2542401000,390,708.236,462.016,-6.899092598435817,9.687130509325051,50.50200000000012,287.1617329398191,-0.02952999723473561,60000000.0,596.6942083333333,screen,1
6,2602402000,2812654000,210,713.82,793.091,-6.561095181670424,-11.65505144462139,77.57400000000007,331.1220872744674,0.027121223763375273,60001000.0,596.6942083333333,keyboard,1
7,2857655000,3348160000,491,857.534,770.862,2.8403717374577773,-10.243907401106409,57.110000000000014,145.4229769912581,-0.002678367630858534,45001000.0,596.6942083333333,keyboard,0
8,3393170000,3568296000,175,783.54,752.983,-1.9859247236162965,-9.094099474842126,27.89300000000003,76.12339112913983,-0.050693248556692605,45010000.0,596.6942083333333,keyboard,0
9,3693413000,4193918000,501,739.429,455.606,-4.86933728821903,10.113401449622351,50.233999999999924,300.63077096331966,-0.029985736431448026,125117000.0,596.6942083333333,screen,1
10,4249044000,4499171000,250,902.885,730.897,5.77449018095644,-7.653707619747984,42.899000000000115,320.1608948903661,0.018063805225560736,55126000.0,596.6942083333333,keyboard,1
11,4559297000,5104803000,546,758.562,450.559,-3.6229061284548094,10.444824659191069,43.32499999999993,315.30702905739355,-0.0357134124293143,60126000.0,596.6942083333333,screen,1
12,5139803000,5380055000,240,706.263,480.87,-7.012769213590332,8.472280155985956,33.785000000000025,60.44784629744882,0.04566356755814373,35000000.0,596.6942083333333,screen,0
13,5435056000,5700309000,265,655.862,754.804,-10.300576429362629,-9.15790881670507,51.19799999999998,278.5320397315181,0.030591274665969,55001000.0,596.6942083333333,keyboard,1
14,5755434000,5930561000,175,917.179,748.304,6.713702123613908,-8.769025612930877,29.601999999999975,261.3978280112519,-0.0004340437592074643,55125000.0,596.6942083333333,keyboard,0
15,6010562000,6491067000,481,725.21,700.792,-5.758291517672801,-5.714279701203786,46.691999999999894,197.76118705398179,-0.050596570015407384,80001000.0,596.6942083333333,keyboard,0
16,6526068000,6726319000,200,794.138,747.02,-1.2944966933610735,-8.710328515011486,28.672000000000025,82.99456107480776,0.010310874749666995,35001000.0,596.6942083333333,keyboard,0
17,6746319000,7011572000,265,765.623,739.024,-3.1485389185106207,-8.19044257330552,32.46100000000001,29.61488208654559,-0.050059538127819096,20000000.0,596.6942083333333,keyboard,0
18,7051574000,7291829000,240,918.946,718.334,6.809691873190089,-6.838383005535552,39.228000000000065,154.71269640530474,-0.002341073110010201,40002000.0,596.6942083333333,keyboard,0
19,7311825000,7436964000,125,946.468,707.928,8.586212666925876,-6.15759441805258,30.520000000000095,29.42355043158448,-0.006309077906040378,19996000.0,596.6942083333333,keyboard,0
20,7476952000,7732204000,255,894.457,747.955,5.235880222740643,-8.755992099678934,32.41899999999998,65.63006056678601,0.04338318034446894,39988000.0,596.6942083333333,keyboard,0
21,7772205000,7972466000,200,750.777,750.529,-4.11932725749096,-8.929246451719461,41.93700000000001,143.7030545117256,0.054518496573491226,40001000.0,596.6942083333333,keyboard,0
22,8022457000,8232709000,210,911.775,704.611,6.338291691689474,-5.9565184786275225,37.83699999999999,167.41809558109296,-0.004849083068959147,49991000.0,596.6942083333333,keyboard,0
23,8297710000,8432840000,135,771.729,439.813,-2.76700215544953,11.140858150824972,18.688000000000045,299.5511023515019,-0.03590629279550682,65001000.0,596.6942083333333,screen,1
24,8462972000,8598088000,135,732.964,440.262,-5.302041651302377,11.099277409417118,30.497000000000014,38.76760020945324,0.054628989865022036,30132000.0,596.6942083333333,screen,0
25,8653089000,9053468000,400,651.95,683.985,-10.492207211276291,-4.608935832294158,38.88700000000006,256.8349059707422,0.033016540074707765,55001000.0,596.6942083333333,keyboard,1
26,9093468000,9408721000,315,761.371,740.335,-3.4255956774817617,-8.274248122733201,63.72099999999989,123.07833985311952,0.008300129023542543,40000000.0,596.6942083333333,keyboard,0
27,9453847000,9934227000,480,930.969,740.537,7.604061441169206,-8.262495043952034,49.732000000000085,169.59812029618732,2.0787765315054496e-05,45126000.0,596.6942083333333,keyboard,0
28,9984352000,10279605000,295,759.932,688.573,-3.50436716614742,-4.931930856038655,35.76400000000001,178.75657376723245,-0.04968319587574141,50125000.0,596.6942083333333,keyboard,0
29,10304606000,10654984000,350,767.213,666.611,-3.0291052915666894,-3.51342820910024,34.50999999999999,23.137467558053945,-0.021828347530539752,25001000.0,596.6942083333333,keyboard,0
30,10699985000,10855115000,155,940.67,741.149,8.234320571697598,-8.296856826376402,47.63599999999997,188.79418500843715,0.007083628374668683,45001000.0,596.6942083333333,keyboard,0
31,10895112000,11055363000,160,987.341,750.894,11.273086751179372,-8.891768177363874,30.591000000000008,47.6775341854002,0.0035926652610194796,39997000.0,596.6942083333333,keyboard,0
32,11185501000,11345616000,160,804.325,423.739,-0.6363661421311956,12.181401526669282,53.613000000000056,374.8669767810976,-0.03631751898287945,130138000.0,596.6942083333333,screen,1
33,11375616000,11640869000,265,750.784,440.208,-4.13674741483711,11.109579619807588,45.06500000000011,56.01666396707329,0.04962288118211315,30000000.0,596.6942083333333,screen,0
34,11881122000,12081249000,200,761.928,451.037,-3.402835255882526,10.41486944291116,29.54899999999992,15.538853786557072,0.01345759454141502,240253000.0,596.6942083333333,screen,0
35,12126249000,13027133000,901,881.373,473.193,4.386580057823192,8.98019711961344,105.24300000000005,121.48249405161228,0.0032010507633200287,45000000.0,596.6942083333333,screen,0
36,13067139000,13652771000,586,738.754,456.956,-4.912519152991994,10.026127522879428,67.81200000000001,143.54030559393416,-0.05285261826492982,40006000.0,596.6942083333333,screen,0
37,13677765000,13953018000,275,719.397,451.934,-6.179320966038759,10.341566051899608,30.724999999999966,19.997848209244882,-0.05040071481558869,24994000.0,596.6942083333333,screen,0
38,13983022000,14103144000,120,766.959,455.717,-3.072377556850976,10.114273906814493,22.41500000000002,47.71220947514367,0.001385288630688632,30004000.0,596.6942083333333,screen,0
39,14143145000,14773776000,631,653.642,483.706,-10.430124194332969,8.261402588152922,41.27699999999999,116.72243404761562,0.05060480926130245,40001000.0,596.6942083333333,screen,0
