timestamp [ns],pupil diameter left [mm],pupil diameter right [mm],eyeball center left x [mm],eyeball center left y [mm],eyeball center left z [mm],eyeball center right x [mm],eyeball center right y [mm],eyeball center right z [mm],optical axis left x,optical axis left y,optical axis left z,optical axis right x,optical axis right y,optical axis right z,eyelid angle top left [rad],eyelid angle bottom left [rad],eyelid aperture left [mm],eyelid angle top right [rad],eyelid angle bottom right [rad],eyelid aperture right [mm],distance between pupils center [mm]
0,3.5571,3.6876,-30.9375,16.8125,-38.1875,32.0938,18.375,-38.125,-0.118,-0.0805,0.9897,-0.1813,-0.0931,0.979,0.3782,-0.4021,8.5615,0.4329,-0.3501,8.5931,63.05069462099526
5001000,3.6269,3.6288,-30.9062,16.8125,-38.1875,32.125,18.375,-37.8125,-0.1218,-0.0824,0.9891,-0.188,-0.0941,0.9777,0.3828,-0.4036,8.6293,0.4373,-0.3547,8.6935,63.05167884116964
10013000,3.5571,3.7114,-30.8125,16.6875,-37.9375,32.2188,18.1875,-37.9375,-0.1123,-0.0688,0.9913,-0.1939,-0.0805,0.9777,0.3579,-0.4172,8.5053,0.4099,-0.3823,8.6946,63.04914574909005
15002000,3.5332,3.5498,-30.9062,16.625,-38.1875,32.1562,18.1562,-37.625,-0.122,-0.0688,0.9901,-0.2101,-0.0805,0.9744,0.3633,-0.4148,8.5376,0.4041,-0.3843,8.651,63.08349446130897
20000000,3.5295,3.5865,-30.9688,16.7188,-38.3125,32.0938,18.3125,-37.8125,-0.12,-0.0766,0.9898,-0.1909,-0.0902,0.9775,0.3765,-0.4109,8.6404,0.4216,-0.3547,8.5191,63.08471604477586
25000000,3.5883,3.6343,-30.9688,16.7188,-38.1875,32.0625,18.25,-37.9688,-0.1113,-0.0727,0.9911,-0.1833,-0.0853,0.9793,0.3733,-0.4148,8.6487,0.4167,-0.3713,8.6488,63.05027504158884
30000000,3.57,3.6526,-31.0625,16.6875,-38.1875,32.0,18.1875,-37.875,-0.1074,-0.0727,0.9916,-0.1881,-0.0873,0.9783,0.3728,-0.4209,8.7113,0.4072,-0.3662,8.4858,63.081110980229255
35000000,3.6508,3.6526,-30.875,16.75,-38.1875,32.1562,18.375,-37.875,-0.1286,-0.0795,0.9885,-0.1985,-0.0931,0.9757,0.3716,-0.4048,8.5182,0.4341,-0.3411,8.5067,63.05291789195802
40000000,3.5571,3.7004,-30.9688,16.6875,-38.1875,32.0625,18.2812,-37.875,-0.118,-0.0746,0.9902,-0.1813,-0.0902,0.9793,0.3684,-0.4124,8.5673,0.416,-0.3613,8.5296,63.052218958812226
45000000,3.6049,3.6637,-30.875,16.5938,-38.1875,32.1875,18.1875,-38.0,-0.1248,-0.0717,0.9896,-0.1939,-0.0834,0.9775,0.356,-0.4243,8.5626,0.416,-0.3733,8.6623,63.08291323480551
50000000,3.5828,3.649,-31.0,16.8125,-38.2812,32.0312,18.4375,-37.625,-0.118,-0.0834,0.9895,-0.2022,-0.097,0.9745,0.3848,-0.4045,8.6619,0.436,-0.3506,8.6339,63.05555801735482
55000000,3.5883,3.7261,-30.8125,16.8125,-38.0938,32.2188,18.4062,-38.0,-0.1228,-0.0824,0.989,-0.1908,-0.096,0.9769,0.3767,-0.4021,8.5452,0.4497,-0.3601,8.8923,63.05151431821444
60000000,3.5938,3.57,-30.9062,16.5938,-38.3125,32.1562,18.25,-37.625,-0.1277,-0.0727,0.9891,-0.2024,-0.0873,0.9754,0.3582,-0.4248,8.5924,0.4224,-0.3684,8.6789,63.08789066413617
65000000,3.5847,3.6526,-30.9375,16.8125,-38.2812,32.125,18.4062,-37.9688,-0.1257,-0.0853,0.9884,-0.185,-0.099,0.9777,0.3789,-0.4055,8.6077,0.4441,-0.3467,8.6807,63.08340811734889
70000000,3.5828,3.5865,-31.0,16.625,-38.3125,32.0312,18.25,-37.7812,-0.1151,-0.0746,0.9905,-0.189,-0.0873,0.9781,0.3748,-0.4192,8.7139,0.4099,-0.365,8.5022,63.05438191061744
75011000,3.5736,3.6618,-30.9688,16.7188,-38.1875,32.0625,18.375,-37.6875,-0.1151,-0.0776,0.9903,-0.1938,-0.0902,0.9769,0.3772,-0.4055,8.5887,0.4343,-0.3679,8.807,63.05503769033843
80000000,3.5351,3.6747,-30.9375,16.625,-38.25,32.125,18.3125,-37.875,-0.1219,-0.0776,0.9895,-0.1861,-0.0902,0.9784,0.3628,-0.4243,8.6384,0.4329,-0.3533,8.6282,63.086188563741906
85006000,3.5791,3.6049,-30.9688,16.7188,-38.25,32.0625,18.375,-37.625,-0.118,-0.0766,0.9901,-0.1995,-0.0883,0.9759,0.3716,-0.4155,8.6379,0.4368,-0.3442,8.5718,63.056152777742476
90000000,3.5975,3.6453,-30.9062,16.5312,-38.2812,32.125,18.1562,-37.5625,-0.1249,-0.062,0.9902,-0.2026,-0.0746,0.9764,0.3606,-0.4241,8.6113,0.4055,-0.3679,8.4858,63.05623940681841
95000000,3.5038,3.5369,-30.9688,16.625,-38.125,32.0625,18.3125,-37.625,-0.1122,-0.0776,0.9907,-0.1985,-0.0902,0.9759,0.3635,-0.4216,8.6166,0.4231,-0.3611,8.6058,63.05586757741107
100001000,3.5075,3.6361,-30.875,16.7188,-38.25,32.2188,18.4062,-37.9375,-0.1257,-0.0824,0.9886,-0.1918,-0.0941,0.9769,0.3691,-0.4099,8.5482,0.448,-0.3386,8.6352,63.11713375502725
