section id,recording id,timestamp [ns],gaze x [px],gaze y [px],worn,fixation id,blink id,azimuth [deg],elevation [deg]
a240e57a-d956-400f-96e0-cbd24b6e28b1,4bd04529-3a86-450f-adac-94c6a1b29686,1761215898808263667,836.709,674.715,1,,,1.469936252391567,-4.038573752671151
a240e57a-d956-400f-96e0-cbd24b6e28b1,4bd04529-3a86-450f-adac-94c6a1b29686,1761215898823263667,830.15,679.759,1,,,1.04550650392533,-4.364987817163778
a240e57a-d956-400f-96e0-cbd24b6e28b1,4bd04529-3a86-450f-adac-94c6a1b29686,1761215898828265667,828.091,678.514,1,,,0.9121047385761625,-4.2845747050475715
a240e57a-d956-400f-96e0-cbd24b6e28b1,4bd04529-3a86-450f-adac-94c6a1b29686,1761215898833263667,830.325,680.476,1,,,1.0568705672475769,-4.411352647793249
a240e57a-d956-400f-96e0-cbd24b6e28b1,4bd04529-3a86-450f-adac-94c6a1b29686,1761215898838263667,829.239,681.227,1,,,0.9865861655099348,-4.459947981885494
a240e57a-d956-400f-96e0-cbd24b6e28b1,4bd04529-3a86-450f-adac-94c6a1b29686,1761215898843263667,829.809,678.514,1,,,1.023375475704151,-4.28451998833282
a240e57a-d956-400f-96e0-cbd24b6e28b1,4bd04529-3a86-450f-adac-94c6a1b29686,1761215898848388667,830.604,680.795,1,,,1.0749602507084481,-4.43194192667628
a240e57a-d956-400f-96e0-cbd24b6e28b1,4bd04529-3a86-450f-adac-94c6a1b29686,1761215898853388667,828.141,682.546,1,,,0.9155175775033921,-4.545257741223836
a240e57a-d956-400f-96e0-cbd24b6e28b1,4bd04529-3a86-450f-adac-94c6a1b29686,1761215898858388667,829.575,683.875,1,,,1.0084519363752293,-4.63107366404885
a240e57a-d956-400f-96e0-cbd24b6e28b1,4bd04529-3a86-450f-adac-94c6a1b29686,1761215898863388667,823.734,680.423,1,,,0.6299596735074806,-4.408106842376482
a240e57a-d956-400f-96e0-cbd24b6e28b1,4bd04529-3a86-450f-adac-94c6a1b29686,1761215898868392667,825.158,689.864,1,,,0.7225429889544149,-5.018445842678207
a240e57a-d956-400f-96e0-cbd24b6e28b1,4bd04529-3a86-450f-adac-94c6a1b29686,1761215898873388667,828.972,684.844,1,,,0.9694646695136263,-4.6937640395004525
a240e57a-d956-400f-96e0-cbd24b6e28b1,4bd04529-3a86-450f-adac-94c6a1b29686,1761215898878388667,828.707,684.945,1,,,0.9522452702780293,-4.70028147658727
a240e57a-d956-400f-96e0-cbd24b6e28b1,4bd04529-3a86-450f-adac-94c6a1b29686,1761215898883388667,829.3,685.99,1,,,0.9907462193513429,-4.767859249360745
a240e57a-d956-400f-96e0-cbd24b6e28b1,4bd04529-3a86-450f-adac-94c6a1b29686,1761215898888388667,830.508,684.653,1,,,1.068947200457722,-4.6813540530306215
a240e57a-d956-400f-96e0-cbd24b6e28b1,4bd04529-3a86-450f-adac-94c6a1b29686,1761215898893388667,828.478,684.198,1,,,0.9374229888202166,-4.652047658656151
a240e57a-d956-400f-96e0-cbd24b6e28b1,4bd04529-3a86-450f-adac-94c6a1b29686,1761215898898388667,826.125,681.379,1,,,0.7848786948977677,-4.469898086532237
a240e57a-d956-400f-96e0-cbd24b6e28b1,4bd04529-3a86-450f-adac-94c6a1b29686,1761215898903397667,822.393,684.296,1,,,0.5432244723469156,-4.658574324373589
a240e57a-d956-400f-96e0-cbd24b6e28b1,4bd04529-3a86-450f-adac-94c6a1b29686,1761215898908388667,820.602,686.159,1,,,0.4271969107337348,-4.7790798226747855
a240e57a-d956-400f-96e0-cbd24b6e28b1,4bd04529-3a86-450f-adac-94c6a1b29686,1761215898913389667,819.827,687.401,1,,,0.376991253059217,-4.859375884875896
a240e57a-d956-400f-96e0-cbd24b6e28b1,4bd04529-3a86-450f-adac-94c6a1b29686,1761215898918389667,818.851,687.147,1,,,0.3137371481787593,-4.842973733642586
a240e57a-d956-400f-96e0-cbd24b6e28b1,4bd04529-3a86-450f-adac-94c6a1b29686,1761215898923389667,817.056,685.482,1,,,0.1974595202442108,-4.735334846917142
a240e57a-d956-400f-96e0-cbd24b6e28b1,4bd04529-3a86-450f-adac-94c6a1b29686,1761215898928388667,817.998,681.696,1,,,0.2584534856381428,-4.490579409546935
a240e57a-d956-400f-96e0-cbd24b6e28b1,4bd04529-3a86-450f-adac-94c6a1b29686,1761215898933392667,819.774,677.418,1,1,,0.37343839972279597,-4.213941869379562
a240e57a-d956-400f-96e0-cbd24b6e28b1,4bd04529-3a86-450f-adac-94c6a1b29686,1761215898938389667,814.691,680.282,1,1,,0.04422133062903628,-4.3992087954777475
a240e57a-d956-400f-96e0-cbd24b6e28b1,4bd04529-3a86-450f-adac-94c6a1b29686,1761215898943389667,814.715,684.269,1,1,,0.04577101555251041,-4.656932358697648
a240e57a-d956-400f-96e0-cbd24b6e28b1,4bd04529-3a86-450f-adac-94c6a1b29686,1761215898948392667,815.13,687.433,1,1,,0.07263612808407831,-4.8614885672732076
a240e57a-d956-400f-96e0-cbd24b6e28b1,4bd04529-3a86-450f-adac-94c6a1b29686,1761215898953389667,814.193,686.366,1,1,,0.011956665351491279,-4.7925402661195164
a240e57a-d956-400f-96e0-cbd24b6e28b1,4bd04529-3a86-450f-adac-94c6a1b29686,1761215898958389667,814.414,684.826,1,1,,0.02625349109412196,-4.692945042615392
a240e57a-d956-400f-96e0-cbd24b6e28b1,4bd04529-3a86-450f-adac-94c6a1b29686,1761215898963389667,815.989,683.63,1,1,,0.128281530493724,-4.615629195696068
