section id,recording id,blink id,start timestamp [ns],end timestamp [ns],duration [ms]
0130f5f7-e788-45be-9e83-2a0470ce1b09,6a453fea-1144-4937-8c21-ea8b442d0f1b,1,1760093993693433329,1760093994048814329,355
0130f5f7-e788-45be-9e83-2a0470ce1b09,6a453fea-1144-4937-8c21-ea8b442d0f1b,2,1760093995119831329,1760093995455093329,335
0130f5f7-e788-45be-9e83-2a0470ce1b09,6a453fea-1144-4937-8c21-ea8b442d0f1b,3,1760094001775919329,1760094002006172329,230
0130f5f7-e788-45be-9e83-2a0470ce1b09,6a453fea-1144-4937-8c21-ea8b442d0f1b,4,1760094005159090329,1760094005354343329,195
0130f5f7-e788-45be-9e83-2a0470ce1b09,6a453fea-1144-4937-8c21-ea8b442d0f1b,5,1760094009703276329,1760094009958530329,255
0130f5f7-e788-45be-9e83-2a0470ce1b09,6a453fea-1144-4937-8c21-ea8b442d0f1b,6,1760094013206577329,1760094013431826329,225
0130f5f7-e788-45be-9e83-2a0470ce1b09,6a453fea-1144-4937-8c21-ea8b442d0f1b,7,1760094014167461329,1760094014407714329,240
0130f5f7-e788-45be-9e83-2a0470ce1b09,6a453fea-1144-4937-8c21-ea8b442d0f1b,8,1760094018156139329,1760094018426393329,270
0130f5f7-e788-45be-9e83-2a0470ce1b09,6a453fea-1144-4937-8c21-ea8b442d0f1b,9,1760094023751338329,1760094024016592329,265
0130f5f7-e788-45be-9e83-2a0470ce1b09,6a453fea-1144-4937-8c21-ea8b442d0f1b,10,1760094030132297329,1760094030337549329,205
0130f5f7-e788-45be-9e83-2a0470ce1b09,6a453fea-1144-4937-8c21-ea8b442d0f1b,11,1760094030968060329,1760094031218313329,250
0130f5f7-e788-45be-9e83-2a0470ce1b09,6a453fea-1144-4937-8c21-ea8b442d0f1b,12,1760094031548565329,1760094031863944329,315
