timestamp [ns],pupil diameter left [mm],pupil diameter right [mm],eyeball center left x [mm],eyeball center left y [mm],eyeball center left z [mm],eyeball center right x [mm],eyeball center right y [mm],eyeball center right z [mm],optical axis left x,optical axis left y,optical axis left z,optical axis right x,optical axis right y,optical axis right z,eyelid angle top left [rad],eyelid angle bottom left [rad],eyelid aperture left [mm],eyelid angle top right [rad],eyelid angle bottom right [rad],eyelid aperture right [mm],distance between pupils center [mm]
0,3.8952,3.829,-30.9062,16.2188,-38.0,32.125,17.9375,-37.625,-0.1047,-0.0366,0.9938,-0.1684,-0.0474,0.9846,0.3423,-0.4717,8.941,0.3906,-0.4097,8.7841,63.055743022582796
5000000,3.8694,3.8143,-31.0625,16.4375,-38.0,31.9688,18.125,-37.6562,-0.0901,-0.0532,0.9945,-0.1539,-0.062,0.9861,0.3784,-0.4487,9.0845,0.4097,-0.3923,8.8031,63.05482245141921
10000000,3.8584,3.8805,-31.0625,16.4375,-37.875,32.0,18.0,-37.9062,-0.0872,-0.0454,0.9952,-0.1472,-0.0561,0.9875,0.3708,-0.4448,8.9568,0.3992,-0.407,8.8492,63.081861782449
15000000,3.7923,3.8217,-30.9375,16.5312,-37.8125,32.0938,18.1562,-37.7188,-0.0872,-0.0561,0.9946,-0.1596,-0.0668,0.9849,0.3704,-0.4355,8.8477,0.4155,-0.3901,8.8439,63.0523130771584
20000000,3.7996,3.7886,-31.125,16.4062,-38.125,31.8906,18.0938,-37.75,-0.0833,-0.0474,0.9954,-0.1472,-0.0561,0.9875,0.3721,-0.4568,9.1042,0.3987,-0.3838,8.5858,63.03930886454895
25001000,3.829,3.7886,-30.9062,16.3125,-38.0,32.125,17.9688,-37.5625,-0.1018,-0.0405,0.994,-0.1713,-0.0513,0.9839,0.3523,-0.4607,8.9287,0.395,-0.4077,8.8112,63.054475728373156
30000000,3.807,3.7849,-30.9375,16.375,-37.875,32.125,17.9688,-37.8125,-0.0901,-0.0395,0.9951,-0.155,-0.0483,0.9867,0.3542,-0.4561,8.8984,0.4038,-0.3992,8.8139,63.082668070873474
35001000,3.8694,3.7739,-30.9688,16.4375,-37.7812,32.0625,18.0625,-37.625,-0.0833,-0.0503,0.9953,-0.1655,-0.0591,0.9844,0.3625,-0.4468,8.8865,0.4004,-0.3967,8.7487,63.052436932524664
40013000,3.8841,3.807,-31.0625,16.4375,-38.0,32.0,18.125,-37.875,-0.0872,-0.0532,0.9948,-0.1394,-0.0639,0.9882,0.3726,-0.4541,9.0795,0.4131,-0.384,8.7489,63.085197847831154
45010000,3.8437,3.7702,-30.9688,16.2812,-38.0938,32.0625,17.9688,-37.5625,-0.0989,-0.0376,0.9944,-0.1684,-0.0474,0.9846,0.356,-0.4656,9.0239,0.3918,-0.4111,8.814,63.05612621419112
