fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation x [px],fixation y [px],azimuth [deg],elevation [deg],dispersion [px],euclidian distance from previous [px],angle from previous [rad],time since previous [ns],threshold y [px],region,transition
1,175253000,500505000,325,719.064,424.799,-6.224814489437059,12.087728213414149,53.99000000000001,0.0,0.0,0.0,527.0896637717121,screen,0
2,555505000,1396264000,841,702.854,697.134,-7.205263062444804,-5.472250712027933,96.97400000000005,272.81700153216264,1.6302484615267212,55000000.0,527.0896637717121,keyboard,1
3,1431398000,1791643000,360,774.305,688.868,-2.573070217599539,-4.952541401502187,37.398000000000025,71.92754797016221,-0.11517567198030776,35134000.0,527.0896637717121,keyboard,0
6,2442281000,3863666000,1421,717.005,637.324,-6.272437358591062,-1.6171361904124677,95.981,77.07187512964768,-2.409028300185525,650638000.0,527.0896637717121,keyboard,0
7,3893676000,4218917000,325,662.7,659.045,-9.785963289280486,-3.0089562097635967,36.871000000000095,58.48790358698108,2.7611021511563614,30010000.0,527.0896637717121,keyboard,0
8,4248917000,4474169000,225,707.016,674.543,-6.926658723012665,-4.016973239650235,27.656999999999925,46.94779930944574,0.3364215036702877,30000000.0,527.0896637717121,keyboard,0
9,4519170000,4894549000,375,858.493,657.352,2.878231373018266,-2.9147263586954075,61.818999999999846,152.4493752365028,-0.11300566855894296,45001000.0,527.0896637717121,keyboard,0
10,4984675000,5540180000,556,719.318,356.94,-6.285637398845364,16.44849627017788,73.69999999999999,331.08465740502083,-2.004639210524875,90126000.0,527.0896637717121,screen,1
11,5600181000,5980559000,380,770.535,677.309,-2.815523310301451,-4.205200459217042,51.539999999999964,324.43716995745103,1.4122690154357216,60001000.0,527.0896637717121,keyboard,1
15,6766317000,7081575000,315,670.665,626.945,-9.26439177712558,-0.9445159734752548,73.18700000000013,111.85056725828436,-2.674514485165155,785758000.0,527.0896637717121,keyboard,0
16,7126696000,7331823000,205,909.762,630.717,6.188886610757495,-1.1904324149844423,29.45799999999997,239.12675173012323,0.01577471535784579,45121000.0,527.0896637717121,keyboard,0
17,7481950000,7727208000,245,723.91,618.585,-5.824844504827054,-0.4077725861197862,42.57599999999991,186.24755388460807,-3.076407389537859,150127000.0,527.0896637717121,keyboard,0
18,7787203000,7912329000,125,750.63,397.217,-4.175266510041169,13.87780910268435,27.3839999999999,222.97477396333431,-1.4506734660494238,59995000.0,527.0896637717121,screen,1
19,7937454000,8382834000,445,748.908,374.958,-4.3066916967731785,15.308736900301389,49.45400000000001,22.325509288703763,-1.6480045107172365,25125000.0,527.0896637717121,screen,0
20,8412834000,8602961000,190,712.798,401.927,-6.659963613685722,13.5545616509152,24.794999999999902,45.06949146595733,2.5001062127785763,30000000.0,527.0896637717121,screen,0
21,8758212000,8868213000,110,655.464,658.984,-10.253266028624624,-3.003347378174791,55.954000000000065,263.37328794887304,1.7902444565999807,155251000.0,527.0896637717121,keyboard,1
22,9053465000,9979353000,926,756.209,418.125,-3.794526383345413,12.533992452635877,76.68599999999998,261.07970604012866,-1.1746366296240371,185252000.0,527.0896637717121,screen,1
23,10024350000,11045235000,1021,870.473,431.098,3.695916329159314,11.696901362905257,44.03899999999999,114.9980887884664,0.11305122667764057,44997000.0,527.0896637717121,screen,0
24,11085361000,11405614000,320,718.522,411.591,-6.273388074031625,12.936892613137406,46.31899999999996,153.19800733038264,-3.0139140941237614,40126000.0,527.0896637717121,screen,0
27,11870993000,12131246000,260,694.615,702.136,-7.741535575223469,-5.791895386084653,60.069999999999936,291.52691415030614,1.6528946719305257,465379000.0,527.0896637717121,keyboard,1
28,12181372000,12356499000,175,895.006,667.142,5.241091394233461,-3.543142766281437,36.31299999999999,203.4235308832289,-0.1728852809365559,50126000.0,527.0896637717121,keyboard,0
29,12386499000,12531636000,145,929.58,683.753,7.481514756063405,-4.607149687636067,27.132999999999925,38.35735649129127,0.4478838056844542,30000000.0,527.0896637717121,keyboard,0
30,12576750000,13242395000,666,714.33,628.815,-6.444402538281777,-1.0678141676899795,66.74599999999998,222.15027873941548,-2.8916988501958696,45114000.0,527.0896637717121,keyboard,0
31,13282382000,13557635000,275,832.97,696.661,1.229207117118335,-5.457367640505407,40.802999999999884,136.66941616909023,0.5194746484276698,39987000.0,527.0896637717121,keyboard,0
33,14113141000,14343393000,230,746.864,645.16,-4.342970648031246,-2.1254907251953963,33.00599999999997,100.33242864099323,-2.602562817623024,555506000.0,527.0896637717121,keyboard,0
34,14388397000,14898902000,511,916.033,634.758,6.594178723019024,-1.450748149411599,52.288000000000125,169.4885015716405,-0.06141148857593927,45004000.0,527.0896637717121,keyboard,0
35,14928899000,15149151000,220,883.742,662.275,4.511800029178528,-3.2304505468334668,30.063000000000102,42.425157277257085,2.4358477021210474,29997000.0,527.0896637717121,keyboard,0
37,15629538000,15939784000,310,727.095,654.614,-5.622822482925762,-2.73431121653867,52.3359999999999,156.83422308284622,-3.092725449853023,480387000.0,527.0896637717121,keyboard,0
38,15994910000,16185037000,190,884.452,617.977,4.553547592406898,-0.3687323402598122,28.534999999999968,161.5657612800435,-0.22875194157558248,55126000.0,527.0896637717121,keyboard,0
39,16245162000,16370291000,125,740.168,383.21,-4.876620401343683,14.773822394972306,26.593999999999937,275.560187518081,-2.121870268302998,60125000.0,527.0896637717121,screen,1
40,16400289000,17105926000,706,708.573,366.711,-6.983910677832029,15.813081572370995,44.643000000000086,35.64352712625394,-2.6603409202471524,29998000.0,527.0896637717121,screen,0
41,17160921000,17416174000,255,627.869,591.329,-12.026552604565897,1.3437125822847953,37.32299999999998,238.67631122505637,1.9157271623151173,54995000.0,527.0896637717121,keyboard,1
42,17461299000,17691436000,230,736.402,660.868,-5.02199416732733,-3.139270373458527,32.438999999999965,128.899513614288,0.5698220844058076,45125000.0,527.0896637717121,keyboard,0
45,18206932000,18427190000,220,743.212,636.277,-4.578252353432642,-1.551323547117332,35.56700000000001,25.51653152370047,-1.30063615437294,515496000.0,527.0896637717121,keyboard,0
46,18447184000,18567311000,120,746.905,649.342,-4.340821708091354,-2.395716579622896,35.15899999999999,13.576909589446279,1.2953193755629304,19994000.0,527.0896637717121,keyboard,0
47,18612311000,18797438000,185,887.914,641.987,4.77867620954156,-1.9196349118621248,25.774999999999977,141.2006873425197,-0.05211256554772455,45000000.0,527.0896637717121,keyboard,0
48,18842563000,19037690000,195,716.588,601.801,-6.2981560665431084,0.675781374209795,44.97900000000004,175.975887189126,-2.9111989601389885,45125000.0,527.0896637717121,keyboard,0
51,19588196000,19723322000,135,763.12,597.339,-3.290564422732474,0.965403431481281,38.10200000000009,46.74544328595038,-0.09559870208249838,550506000.0,527.0896637717121,keyboard,0
52,19748322000,20053700000,305,738.066,585.579,-4.911292799891533,1.724423654178729,32.51700000000005,27.676714328113466,-2.7027346896274778,25000000.0,527.0896637717121,keyboard,0
53,20098701000,20303828000,205,945.379,691.653,8.506533101350053,-5.110952609025217,53.163000000000125,232.8741579587568,0.4729329192488537,45001000.0,527.0896637717121,keyboard,0
54,20328953000,20689207000,360,937.263,688.239,7.9802086360097775,-4.893817367006881,60.86299999999994,8.804819816441428,-2.743411775595584,25125000.0,527.0896637717121,keyboard,0
