section id,recording id,timestamp [ns],gyro x [deg/s],gyro y [deg/s],gyro z [deg/s],acceleration x [g],acceleration y [g],acceleration z [g],roll [deg],pitch [deg],yaw [deg],quaternion w,quaternion x,quaternion y,quaternion z
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484459159400,-1.821518,0.200272,0.360489,-0.013184,-0.595703,0.855957,0.5204026496303531,-34.574222412759134,87.61309284196729,0.6900081634521484,-0.21745450794696808,-0.2025703489780426,0.6599746346473694
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484467166400,-1.941681,0.137329,0.173569,0.001465,-0.59082,0.855469,0.5276280478517443,-34.596062977848106,87.60153153110704,0.6900472044944763,-0.2176477313041687,-0.20263104140758514,0.6598514318466187
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484475173400,-1.943588,0.200272,0.055313,-0.008789,-0.588867,0.84375,0.5278636390254907,-34.61393075355876,87.58774674952302,0.690093994140625,-0.21778075397014618,-0.20270662009716034,0.6597354412078857
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484483180400,-1.943588,0.200272,0.173569,-0.020508,-0.585449,0.868652,0.5369226861102089,-34.63144344641851,87.60584382963246,0.6899734735488892,-0.21790605783462524,-0.2027876079082489,0.6597952246665955
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484492775400,-1.57547,0.320435,-0.192642,-0.019043,-0.594238,0.850098,0.543856549140667,-34.64493388794202,87.65766369641122,0.6896623969078064,-0.2179352343082428,-0.20292234420776367,0.6600693464279175
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484502370400,-1.516342,0.505447,0.173569,-0.016602,-0.600098,0.861328,0.555057668773041,-34.661221176480765,87.64327869734062,0.6897349953651428,-0.21812297403812408,-0.20292165875434875,0.6599316596984863
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484511965400,-1.211166,0.383377,0.421524,-0.029297,-0.595703,0.854004,0.5578839831889358,-34.66491991041496,87.62057187382709,0.689863920211792,-0.2182016372680664,-0.202882781624794,0.659782886505127
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484521560400,-0.720978,-0.045776,0.66185,-0.015625,-0.587402,0.859375,0.5649606789546642,-34.66965258250042,87.60732477523091,0.6899439692497253,-0.21829423308372498,-0.20284228026866913,0.6596810221672058
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484531155400,-0.478745,-0.165939,0.909805,-0.014648,-0.599609,0.855957,0.5715946745175242,-34.67131590252881,87.62819049479332,0.6898325085639954,-0.21830548346042633,-0.20285169780254364,0.6597909331321716
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484540762400,-0.413895,0.017166,1.031876,-0.009277,-0.588867,0.846191,0.5763261909133943,-34.67304612972615,87.652379741947,0.6896983981132507,-0.21830029785633087,-0.20287929475307465,0.659924328327179
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484550369400,-0.110626,0.076294,0.909805,-0.026367,-0.608887,0.848144,0.5792859699748618,-34.674417930533274,87.6502726179206,0.6897132396697998,-0.2183292955160141,-0.2028653919696808,0.6599035263061523
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484559976400,0.131607,0.505447,1.337051,-0.019043,-0.59082,0.851074,0.5909877601348665,-34.67503699342128,87.6608640555564,0.6896718144416809,-0.21838165819644928,-0.20281872153282166,0.6599438190460205
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484569583400,0.072479,-0.167847,1.150131,-0.008301,-0.590332,0.853027,0.5985560344556387,-34.67547816936052,87.67603658072213,0.6895970106124878,-0.21840102970600128,-0.20280463993549347,0.6600199341773987
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484579190400,0.682831,-0.228882,1.150131,-0.01709,-0.587402,0.853027,0.6015648596639602,-34.67654321120909,87.6500932366355,0.6897497773170471,-0.21847066283226013,-0.20274323225021362,0.6598560810089111
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484588789400,1.171112,-0.350952,1.337051,-0.020996,-0.589355,0.867676,0.6235945667779105,-34.662706290690274,87.75401111764364,0.6892156004905701,-0.2183307409286499,-0.2027287483215332,0.6604647040367126
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484598389400,1.537323,-0.350952,1.520157,-0.008301,-0.597656,0.854004,0.6287861760544118,-34.652244844587415,87.7852825926787,0.6890637874603271,-0.21824264526367188,-0.20269657671451569,0.660662055015564
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484607989400,1.720428,-0.228882,1.214981,-0.014648,-0.595215,0.858398,0.6382899093321718,-34.63630279641683,87.81062085575468,0.6889638304710388,-0.2181570827960968,-0.20259542763233185,0.6608256101608276
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484617589400,2.084732,-0.104904,1.276016,-0.010254,-0.571777,0.850098,0.6453790291571064,-34.615270334499975,87.81484768599776,0.6889906525611877,-0.21806448698043823,-0.2024391144514084,0.6608760356903076
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484627189400,2.269745,0.076294,1.031876,-0.015137,-0.590332,0.852051,0.6508089401876156,-34.59277393094317,87.8230661346825,0.6889941692352295,-0.21794648468494415,-0.20229187607765198,0.6609563827514648
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484635192400,2.393723,-0.165939,0.7267,-0.006836,-0.576172,0.856934,0.6549895340485645,-34.56326798184799,87.84128540851593,0.6889505982398987,-0.21776165068149567,-0.2021305412054062,0.6611120700836182
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484643194400,3.061295,0.017166,0.909805,-0.009277,-0.575195,0.846191,0.6586499925742522,-34.53083645839272,87.83399975727586,0.6890585422515869,-0.21760129928588867,-0.20190688967704773,0.6611206531524658
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484651196400,2.756119,-0.104904,0.543594,-0.023926,-0.561523,0.851562,0.6624815148702513,-34.501782910370096,87.84590003162307,0.6890498399734497,-0.21742834150791168,-0.201738178730011,0.6612381339073181
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484659198400,2.756119,0.200272,0.421524,0.005371,-0.571777,0.849609,0.6723531313107276,-34.47059740478054,87.89048630317818,0.688866913318634,-0.21722003817558289,-0.20158271491527557,0.6615444421768188
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484669857400,2.391815,0.076294,-0.249863,-0.009277,-0.580078,0.860352,0.6684089090742276,-34.44505876940621,87.8673018212091,0.68904048204422,-0.21708503365516663,-0.20141451060771942,0.66145920753479
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484680516400,2.573013,0.200272,-0.192642,-0.005859,-0.564453,0.840332,0.6668469668274224,-34.419954707852185,87.8373874638764,0.6892562508583069,-0.21697811782360077,-0.20122180879116058,0.661328136920929
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484691175400,2.267838,0.200272,-0.497818,-0.013184,-0.560547,0.853516,0.6661924428991669,-34.39552232062226,87.86697147043313,0.6891289353370667,-0.21677596867084503,-0.20114018023014069,0.6615518927574158
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484699167400,1.964569,0.076294,-1.28746,-0.010254,-0.574219,0.851562,0.6555646806146547,-34.34827154279398,87.84518525640647,0.6893222332000732,-0.2164696305990219,-0.20088912546634674,0.6615270376205444
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484707157400,1.779556,0.322342,-1.531601,-0.007812,-0.579102,0.856445,0.6500352632749515,-34.33341540297446,87.80278193458946,0.6895843744277954,-0.21642296016216278,-0.20075623691082,0.6613093614578247
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484715147400,1.476288,-0.045776,-1.348495,-0.008789,-0.560547,0.850098,0.6427514016102687,-34.315233021849544,87.77729037247609,0.6897518634796143,-0.21631650626659393,-0.20064663887023926,0.6612027883529663
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484723137400,1.169205,0.200272,-1.657486,-0.01416,-0.563965,0.853027,0.6366631042276866,-34.29768477695687,87.77821738254387,0.6897678375244141,-0.21617448329925537,-0.20058341324329376,0.6612517237663269
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484733811400,1.10817,-0.28801,-1.897812,-0.025391,-0.57959,0.854492,0.6300961193692773,-34.285271972931554,87.77501139584156,0.6897974610328674,-0.21606773138046265,-0.20054501295089722,0.6612673401832581
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484744485400,1.110077,-0.228882,-1.531601,-0.01709,-0.561523,0.847656,0.6230473889593146,-34.27088843538473,87.77291144264096,0.6898234486579895,-0.21594442427158356,-0.20050019025802612,0.6612941026687622
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484755159400,0.682831,-0.656128,-0.921249,-0.012207,-0.568359,0.833008,0.6168842818796518,-34.26984294647838,87.81965800313715,0.6895447373390198,-0.21582075953483582,-0.20061929523944855,0.6615889668464661
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484765827400,-0.293732,-0.717163,-0.802994,-0.026367,-0.566895,0.84082,0.6208217762623061,-34.26965195500691,87.85204476335313,0.6893649697303772,-0.21578563749790192,-0.2006554901599884,0.6617767810821533
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484776495400,-0.478745,-0.959396,-0.432968,-0.012207,-0.57666,0.844727,0.6213757833547064,-34.268855731972536,87.84210077022898,0.6894248127937317,-0.21580149233341217,-0.20062881708145142,0.6617172956466675
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484787163400,-0.71907,-1.325607,0.299454,-0.013184,-0.583984,0.839355,0.6108708694129173,-34.2774943154007,87.87142560771292,0.6892213225364685,-0.21574126183986664,-0.20079728960990906,0.6618977785110474
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484797830400,-1.148224,-1.693726,0.909805,-0.017578,-0.577637,0.852051,0.6061770212243274,-34.29514670270284,87.87285501432558,0.6891726851463318,-0.21581745147705078,-0.20093052089214325,0.6618832349777222
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484808497400,-1.270294,-1.693726,1.398087,-0.010742,-0.576172,0.848633,0.6017114940752909,-34.30597564371183,87.87700837751873,0.6891211271286011,-0.21584929525852203,-0.20102795958518982,0.6618969440460205
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484819164400,-1.392365,-1.51062,1.276016,-0.006348,-0.577637,0.848633,0.5943056818411017,-34.31812707626586,87.88300625288007,0.6890513300895691,-0.21586883068084717,-0.2011542171239853,0.6619248986244202
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484829836400,-1.636505,-1.693726,1.825333,-0.000977,-0.59375,0.827148,0.5868303240365572,-34.340843044662236,87.92318549026753,0.6887646317481995,-0.21589121222496033,-0.20140652358531952,0.6621392369270325
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484840509400,-2.063751,-1.63269,1.703262,0.009277,-0.580078,0.861816,0.5786127865272087,-34.36782793140441,87.94629105087412,0.6885673999786377,-0.21596476435661316,-0.20165589451789856,0.6622444987297058
bec41854-cb7f-4310-9ef0-edc7459264f1,56c221a4-4eb0-45ca-bb6c-e969886cc679,1760441484851182400,-2.004623,-1.203537,1.455307,0.015137,-0.574707,0.851562,0.5697810176360506,-34.38838196500032,87.93653514014906,0.6885706782341003,-0.2160540223121643,-0.20180973410606384,0.6621651649475098
