section id,recording id,timestamp [ns],pupil diameter left [mm],pupil diameter right [mm],eyeball center left x [mm],eyeball center left y [mm],eyeball center left z [mm],eyeball center right x [mm],eyeball center right y [mm],eyeball center right z [mm],optical axis left x,optical axis left y,optical axis left z,optical axis right x,optical axis right y,optical axis right z,eyelid angle top left [rad],eyelid angle bottom left [rad],eyelid aperture left [mm],eyelid angle top right [rad],eyelid angle bottom right [rad],eyelid aperture right [mm]
5aa456ce-d5aa-4460-b10d-285f7da942db,aeecb42c-8244-45b4-9157-c2931ce0ed01,1760608637727897052,3.7445,3.3881,-31.5938,15.4375,-38.4375,31.4375,18.0938,-39.4375,0.0053,0.1792,0.9838,-0.0755,0.1696,0.9826,0.2441,-0.5674,8.9388,0.2781,-0.4888,8.4241
5aa456ce-d5aa-4460-b10d-285f7da942db,aeecb42c-8244-45b4-9157-c2931ce0ed01,1760608637732897052,3.6269,3.3734,-31.5312,15.5,-38.25,31.4844,18.0938,-39.5312,0.013,0.1744,0.9846,-0.0708,0.1638,0.984,0.2432,-0.5586,8.8283,0.28,-0.4905,8.4648
5aa456ce-d5aa-4460-b10d-285f7da942db,aeecb42c-8244-45b4-9157-c2931ce0ed01,1760608637737897052,3.682,3.3256,-31.5625,15.5938,-38.4062,31.4844,18.0,-39.7188,0.0062,0.1725,0.985,-0.0573,0.1619,0.9851,0.2549,-0.5479,8.8354,0.2805,-0.501,8.5883
5aa456ce-d5aa-4460-b10d-285f7da942db,aeecb42c-8244-45b4-9157-c2931ce0ed01,1760608637742897052,3.7702,3.4193,-31.5625,15.6562,-38.5,31.4688,18.1875,-39.75,-0.0024,0.1657,0.9862,-0.0651,0.1551,0.9857,0.262,-0.5498,8.9353,0.2979,-0.488,8.6338
5aa456ce-d5aa-4460-b10d-285f7da942db,aeecb42c-8244-45b4-9157-c2931ce0ed01,1760608637747897052,3.7096,3.4285,-31.5938,15.6562,-38.3438,31.4375,18.1562,-39.7812,0.0072,0.1628,0.9866,-0.0584,0.1532,0.9865,0.2583,-0.5498,8.8951,0.2971,-0.4832,8.5708
5aa456ce-d5aa-4460-b10d-285f7da942db,aeecb42c-8244-45b4-9157-c2931ce0ed01,1760608637753022052,3.7188,3.4818,-31.625,15.625,-38.25,31.3906,18.25,-39.8125,0.013,0.1657,0.9861,-0.0439,0.1551,0.9869,0.249,-0.5552,8.8539,0.314,-0.4817,8.7403
5aa456ce-d5aa-4460-b10d-285f7da942db,aeecb42c-8244-45b4-9157-c2931ce0ed01,1760608637758022052,3.7996,3.344,-31.4062,15.4688,-38.25,31.6406,18.0,-39.625,-0.0072,0.1888,0.982,-0.0811,0.1792,0.9805,0.231,-0.5591,8.6998,0.2771,-0.5063,8.6111
5aa456ce-d5aa-4460-b10d-285f7da942db,aeecb42c-8244-45b4-9157-c2931ce0ed01,1760608637763035052,3.7702,3.3403,-31.7188,15.6875,-38.6562,31.3125,18.3125,-39.9375,0.0005,0.1561,0.9877,-0.042,0.1445,0.9886,0.27,-0.5396,8.9079,0.3015,-0.4717,8.4905
5aa456ce-d5aa-4460-b10d-285f7da942db,aeecb42c-8244-45b4-9157-c2931ce0ed01,1760608637768023052,3.7059,3.4175,-31.4375,15.4688,-38.3438,31.5625,18.0,-39.75,-0.0043,0.1792,0.9838,-0.0659,0.1677,0.9836,0.2325,-0.5625,8.756,0.2683,-0.5122,8.5804
5aa456ce-d5aa-4460-b10d-285f7da942db,aeecb42c-8244-45b4-9157-c2931ce0ed01,1760608637773023052,3.7188,3.3954,-31.3125,15.4688,-37.9375,31.7031,17.9375,-39.5938,0.0062,0.1878,0.9822,-0.0859,0.1792,0.9801,0.21,-0.5542,8.4141,0.269,-0.5298,8.7868
5aa456ce-d5aa-4460-b10d-285f7da942db,aeecb42c-8244-45b4-9157-c2931ce0ed01,1760608637778023052,3.7169,3.4285,-31.5312,15.7812,-38.3125,31.5312,18.3125,-39.75,-0.0015,0.159,0.9873,-0.068,0.1484,0.9866,0.2603,-0.5396,8.8005,0.3071,-0.4817,8.6648
5aa456ce-d5aa-4460-b10d-285f7da942db,aeecb42c-8244-45b4-9157-c2931ce0ed01,1760608637783023052,3.7813,3.4542,-31.5938,15.5938,-38.375,31.4219,17.9688,-39.4688,0.0024,0.1754,0.9845,-0.065,0.1638,0.9844,0.2515,-0.5532,8.8586,0.2578,-0.5034,8.3659
