section id,recording id,timestamp [ns],pupil diameter left [mm],pupil diameter right [mm],eyeball center left x [mm],eyeball center left y [mm],eyeball center left z [mm],eyeball center right x [mm],eyeball center right y [mm],eyeball center right z [mm],optical axis left x,optical axis left y,optical axis left z,optical axis right x,optical axis right y,optical axis right z,eyelid angle top left [rad],eyelid angle bottom left [rad],eyelid aperture left [mm],eyelid angle top right [rad],eyelid angle bottom right [rad],eyelid aperture right [mm]
4770b2c8-4a15-4b55-97f4-ce54241bb38a,7c1db514-a941-4eb5-a561-ebf79c46838b,1760090493989318155,4.1083,4.0348,-31.7188,13.9062,-45.375,31.125,15.7812,-44.125,0.1066,-0.1397,0.9844,-0.2292,-0.1493,0.9619,0.8223,-0.4319,13.9679,0.8682,-0.4937,15.2053
4770b2c8-4a15-4b55-97f4-ce54241bb38a,7c1db514-a941-4eb5-a561-ebf79c46838b,1760090493994310155,4.0863,4.0054,-31.75,13.9062,-45.3438,31.0938,15.875,-44.375,0.1076,-0.1416,0.9841,-0.2178,-0.1503,0.9643,0.8271,-0.4312,14.0175,0.8926,-0.4856,15.4068
4770b2c8-4a15-4b55-97f4-ce54241bb38a,7c1db514-a941-4eb5-a561-ebf79c46838b,1760090493999316155,4.0679,4.0054,-31.875,13.625,-45.25,30.9688,15.6562,-44.25,0.1232,-0.1252,0.9845,-0.2259,-0.1358,0.9646,0.7881,-0.4543,13.8158,0.8018,-0.5078,14.5771
4770b2c8-4a15-4b55-97f4-ce54241bb38a,7c1db514-a941-4eb5-a561-ebf79c46838b,1760090494004310155,4.1157,3.9834,-31.8438,13.9062,-45.1562,31.0312,15.9062,-44.0,0.12,-0.1445,0.9822,-0.2252,-0.1542,0.962,0.8193,-0.4211,13.8134,0.875,-0.4812,15.147
4770b2c8-4a15-4b55-97f4-ce54241bb38a,7c1db514-a941-4eb5-a561-ebf79c46838b,1760090494009311155,4.123,3.9613,-31.8438,13.6875,-45.5625,31.0156,15.6562,-44.0312,0.1059,-0.1261,0.9863,-0.2296,-0.1368,0.9636,0.8159,-0.4543,14.1439,0.8154,-0.5054,14.7109
4770b2c8-4a15-4b55-97f4-ce54241bb38a,7c1db514-a941-4eb5-a561-ebf79c46838b,1760090494014311155,4.0973,3.9797,-32.0,13.875,-45.4375,30.875,15.7812,-44.25,0.1191,-0.1397,0.983,-0.2104,-0.1474,0.9664,0.8496,-0.4292,14.2623,0.8345,-0.4951,14.821
4770b2c8-4a15-4b55-97f4-ce54241bb38a,7c1db514-a941-4eb5-a561-ebf79c46838b,1760090494019311155,4.1561,3.9944,-31.875,13.625,-45.7188,30.9688,15.875,-43.75,0.0971,-0.1339,0.9862,-0.2312,-0.1435,0.9622,0.8398,-0.45,14.3781,0.833,-0.4807,14.6417
4770b2c8-4a15-4b55-97f4-ce54241bb38a,7c1db514-a941-4eb5-a561-ebf79c46838b,1760090494024316155,4.1083,3.9613,-32.0312,13.4062,-45.375,30.8125,15.5,-43.8438,0.1283,-0.1038,0.9863,-0.2161,-0.1145,0.9696,0.7725,-0.4661,13.7636,0.835,-0.5371,15.3003
4770b2c8-4a15-4b55-97f4-ce54241bb38a,7c1db514-a941-4eb5-a561-ebf79c46838b,1760090494029311155,4.0936,4.0275,-31.8125,13.7188,-45.5,31.0625,15.75,-44.1875,0.1048,-0.1368,0.985,-0.2189,-0.1464,0.9647,0.8223,-0.4404,14.0633,0.833,-0.5039,14.9025
4770b2c8-4a15-4b55-97f4-ce54241bb38a,7c1db514-a941-4eb5-a561-ebf79c46838b,1760090494034320155,4.1561,4.0017,-31.9062,13.875,-45.4375,30.9375,15.7812,-44.1875,0.1181,-0.1445,0.9824,-0.2112,-0.1522,0.9655,0.8384,-0.4304,14.1425,0.9258,-0.4968,15.9325
4770b2c8-4a15-4b55-97f4-ce54241bb38a,7c1db514-a941-4eb5-a561-ebf79c46838b,1760090494039315155,4.0716,3.9172,-31.875,13.7812,-45.3125,30.9688,15.75,-44.0,0.1144,-0.1329,0.9845,-0.2238,-0.1416,0.9643,0.833,-0.4417,14.2042,0.916,-0.4988,15.8367
4770b2c8-4a15-4b55-97f4-ce54241bb38a,7c1db514-a941-4eb5-a561-ebf79c46838b,1760090494044311155,4.1193,4.0017,-31.8125,13.8125,-45.5625,31.0625,15.9062,-44.0938,0.0979,-0.1435,0.9848,-0.2262,-0.1522,0.9621,0.8462,-0.4387,14.328,0.8535,-0.4705,14.7703
4770b2c8-4a15-4b55-97f4-ce54241bb38a,7c1db514-a941-4eb5-a561-ebf79c46838b,1760090494049311155,4.1524,3.9687,-31.8125,13.7188,-45.5938,31.0312,15.9062,-43.625,0.1028,-0.1397,0.9848,-0.2366,-0.1503,0.9599,0.8271,-0.4441,14.1621,0.9038,-0.4812,15.4923
4770b2c8-4a15-4b55-97f4-ce54241bb38a,7c1db514-a941-4eb5-a561-ebf79c46838b,1760090494054311155,4.1451,4.0238,-31.625,13.5938,-45.4375,31.2188,15.5625,-44.1875,0.0954,-0.1184,0.9884,-0.2345,-0.129,0.9635,0.7944,-0.4529,13.8741,0.8296,-0.5342,15.2035
4770b2c8-4a15-4b55-97f4-ce54241bb38a,7c1db514-a941-4eb5-a561-ebf79c46838b,1760090494059311155,4.0679,3.9429,-31.8438,13.5,-45.2188,31.0156,15.625,-43.9062,0.1215,-0.1126,0.9862,-0.2347,-0.1232,0.9642,0.7861,-0.4761,14.0363,0.8037,-0.5195,14.7322
4770b2c8-4a15-4b55-97f4-ce54241bb38a,7c1db514-a941-4eb5-a561-ebf79c46838b,1760090494064311155,4.0936,3.9944,-32.0,13.5625,-45.625,30.875,15.625,-44.25,0.1097,-0.1252,0.986,-0.2061,-0.1329,0.9695,0.8062,-0.4668,14.168,0.8921,-0.5054,15.6234
4770b2c8-4a15-4b55-97f4-ce54241bb38a,7c1db514-a941-4eb5-a561-ebf79c46838b,1760090494069311155,4.0789,4.0017,-31.8438,13.8125,-45.1562,31.0156,15.7812,-43.9375,0.1211,-0.1358,0.9833,-0.219,-0.1445,0.965,0.8145,-0.4324,13.881,0.8066,-0.5034,14.5852
4770b2c8-4a15-4b55-97f4-ce54241bb38a,7c1db514-a941-4eb5-a561-ebf79c46838b,1760090494074322155,4.1597,4.0054,-31.8438,13.7188,-45.4688,31.0156,15.8125,-43.8438,0.1125,-0.131,0.985,-0.2361,-0.1397,0.9616,0.8242,-0.4512,14.2066,0.8862,-0.5024,15.5202
4770b2c8-4a15-4b55-97f4-ce54241bb38a,7c1db514-a941-4eb5-a561-ebf79c46838b,1760090494079311155,4.0789,3.9797,-31.8438,13.7188,-45.2812,31.0156,15.75,-43.9375,0.1202,-0.1329,0.9838,-0.2322,-0.1435,0.962,0.8086,-0.4387,13.8827,0.8101,-0.5088,14.686
4770b2c8-4a15-4b55-97f4-ce54241bb38a,7c1db514-a941-4eb5-a561-ebf79c46838b,1760090494084322155,4.1083,4.0348,-31.75,14.0625,-45.25,31.1094,15.9375,-44.2812,0.1122,-0.1522,0.982,-0.2202,-0.1629,0.9618,0.8535,-0.4072,14.0638,0.9282,-0.4883,15.8659
4770b2c8-4a15-4b55-97f4-ce54241bb38a,7c1db514-a941-4eb5-a561-ebf79c46838b,1760090494089311155,4.0826,3.8915,-31.8438,13.75,-45.5,31.0312,15.6875,-44.25,0.1096,-0.1339,0.9849,-0.2237,-0.1435,0.964,0.8135,-0.4424,13.9812,0.895,-0.4912,15.4992
4770b2c8-4a15-4b55-97f4-ce54241bb38a,7c1db514-a941-4eb5-a561-ebf79c46838b,1760090494094312155,4.123,3.9503,-31.9062,13.9375,-45.3125,30.9375,16.0,-43.9062,0.12,-0.1464,0.9819,-0.2186,-0.1571,0.9631,0.8423,-0.4265,14.1453,0.9009,-0.4556,15.1697
4770b2c8-4a15-4b55-97f4-ce54241bb38a,7c1db514-a941-4eb5-a561-ebf79c46838b,1760090494099312155,4.0275,3.9907,-31.8438,13.7812,-45.3125,31.0156,15.875,-44.0,0.1144,-0.1368,0.984,-0.2293,-0.1464,0.9623,0.8281,-0.4397,14.1245,0.8574,-0.4729,14.8442
4770b2c8-4a15-4b55-97f4-ce54241bb38a,7c1db514-a941-4eb5-a561-ebf79c46838b,1760090494104312155,4.101,3.9613,-31.75,13.8125,-45.625,31.0938,15.9375,-44.0,0.0979,-0.1474,0.9842,-0.2261,-0.1551,0.9617,0.8418,-0.4331,14.213,0.8271,-0.4856,14.6272
4770b2c8-4a15-4b55-97f4-ce54241bb38a,7c1db514-a941-4eb5-a561-ebf79c46838b,1760090494109437155,4.0605,4.0385,-31.8125,14.0,-45.4375,31.0625,15.875,-44.1875,0.1084,-0.1474,0.9831,-0.2186,-0.1571,0.9631,0.8569,-0.4199,14.2459,0.9048,-0.4939,15.6467
4770b2c8-4a15-4b55-97f4-ce54241bb38a,7c1db514-a941-4eb5-a561-ebf79c46838b,1760090494114437155,4.0789,3.976,-32.0312,13.5625,-45.5625,30.7969,15.75,-43.625,0.1252,-0.1223,0.9846,-0.2118,-0.131,0.9685,0.7974,-0.4707,14.1082,0.8384,-0.5029,14.9552
4770b2c8-4a15-4b55-97f4-ce54241bb38a,7c1db514-a941-4eb5-a561-ebf79c46838b,1760090494119442155,4.0569,4.0238,-31.9375,13.6875,-45.3125,30.9219,15.7812,-44.1562,0.127,-0.1261,0.9838,-0.206,-0.1358,0.9691,0.7993,-0.4563,13.9699,0.8745,-0.4856,15.1906
